"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","GS","Min","G","G/G","A","Pts","S","SOT","FC","FS","YC","RC","DPt","Off","PKG","CS"
"*067yu*","Facundo Buonanotte","BHA","M","108","W (Mon)","BHA 2<br/>@CHE 3 F","15","15","14%","275.57","11%","+1.7%","1","1","56","1","1.0","0","1","1","1","0","2","0","0","0","0","0","0"
"*06f80*","Jacob Brown","LUT","F","102","W (Mon)","LUT 1<br/>@BRF 3 F","15","15","0%","1115.6","1%","+0.1%","1","0","45","1","1.0","0","1","2","1","0","0","0","0","0","0","0","0"
"*061y6*","Ryan Yates","NOT","M","733","W (Mon)","EVE 1<br/>@NOT 0 F","15","15","0%","1174.93","1%","+0.2%","1","1","90","0","0.0","0","0","2","1","4","6","0","0","4","0","0","0"
"*04abb*","Phil Foden","MCI","M","233","XXX","TOT 3<br/>@MCI 3 F","14.5","14.5","100%","16.45","100%","0%","1","1","72","1","1.0","0","1","2","1","0","2","0","0","0","0","0","0"
"*06dqv*","Luca Koleosho","BUR","F","376","Pancake","SHU 0<br/>@BUR 5 F","14.5","14.5","0%","1155.7","20%","+9%","1","1","75","1","1.0","0","1","3","1","2","0","0","0","2","1","0","1"
"*05yld*","Luis Diaz","LIV","F","184","Adam","FUL 3<br/>@LIV 4 F","14","14","100%","25.28","99%","-0.1%","1","1","90","0","0.0","0","0","5","4","2","0","0","0","2","1","0","0"
"*04p0d*","Dwight McNeil","EVE","M","453","deceptiv","EVE 1<br/>@NOT 0 F","14","14","96%","76.4","86%","-0.1%","1","1","90","1","1.0","0","1","4","2","2","3","0","0","2","1","0","1"
"*061ya*","Brennan Johnson","TOT","F","349","deceptiv","TOT 3<br/>@MCI 3 F","14","14","92%","98.84","83%","-2.4%","1","1","88","0","0.0","1","1","2","1","0","3","0","0","0","0","0","0"
"*05opk*","Vladimir Coufal","WHU","D","155","Vroom","CRY 1<br/>@WHU 1 F","14","14","15%","266.53","82%","-1.6%","1","1","90","0","0.0","1","1","0","0","2","0","1","0","5","0","0","0"
"*05uns*","Leon Bailey","AVL","F","50","Kish123","AVL 2<br/>@BOU 2 F","14","14","43%","143.89","73%","+8%","1","1","73","1","1.0","0","1","2","1","1","2","0","0","1","1","0","0"
"*05oeh*","Kenny Tete","FUL","D","666","W (Mon)","FUL 3<br/>@LIV 4 F","14","14","97%","91.84","46%","-2.3%","1","1","74","1","1.0","0","1","1","1","0","0","0","0","0","0","0","0"
"*02lm7*","Jack Grealish","MCI","M","279","XXX","TOT 3<br/>@MCI 3 F","13.5","13.5","100%","15.01","95%","-1.4%","1","0","37","1","1.0","0","1","1","1","2","5","1","0","5","0","0","0"
"*05w9q*","Odsonne Edouard","CRY","F","210","Adam","CRY 1<br/>@WHU 1 F","13.5","13.5","18%","223.07","81%","-1.9%","1","1","86","1","1.0","0","1","3","1","1","1","0","0","1","0","0","0"
"*0626q*","Simon Adingra","BHA","F","6","deceptiv","BHA 2<br/>@CHE 3 F","13.5","13.5","9%","315.9","68%","-2.5%","1","1","90","0","0.0","0","0","2","0","1","0","0","0","1","2","0","0"
"*03rxs*","Harry Wilson","FUL","M","726","W (Mon)","FUL 3<br/>@LIV 4 F","13.5","13.5","90%","100.7","36%","0%","1","1","61","1","1.0","0","1","1","1","0","0","0","0","0","0","0","0"
"*05l27*","Jarrad Branthwaite","EVE","D","95","W (Mon)","EVE 1<br/>@NOT 0 F","13.5","13.5","1%","1123.83","32%","+1.3%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","1"
"*06do9*","Milos Kerkez","BOU","D","368","W (Mon)","AVL 2<br/>@BOU 2 F","13.25","13.25","39%","142.49","14%","-0.3%","1","1","82","0","0.0","1","1","0","0","1","0","1","0","4","0","0","0"
"*062p5*","Levi Colwill","CHE","D","150","Maddihat","BHA 2<br/>@CHE 3 F","13","13","82%","119.31","85%","+1.1%","1","1","90","1","1.0","0","1","1","1","1","0","0","0","1","0","0","0"
"*0522h*","Alexis Mac Allister","LIV","M","416","W (Mon)","FUL 3<br/>@LIV 4 F","13","13","100%","40.24","85%","-1%","1","1","64","1","1.0","0","1","1","1","0","0","0","0","0","0","0","0"
"*05s08*","Valentino Livramento","NEW","D","402","XXX","MUN 0<br/>@NEW 1 F","13","13","12%","267.33","45%","+6.2%","1","1","90","0","0.0","0","0","0","0","0","2","0","0","0","0","0","1"
"*04rd0*","Bobby De Cordova-Reid","FUL","F","176","W (Mon)","FUL 3<br/>@LIV 4 F","13","13","8%","329.22","12%","-1.8%","1","0","14","1","1.0","0","1","1","1","0","0","0","0","0","0","0","0"
"*06fso*","Wataru Endo","LIV","M","219","W (Mon)","FUL 3<br/>@LIV 4 F","13","13","0%","1188.6","2%","-0.6%","1","0","6","1","1.0","0","1","2","1","0","0","0","0","0","0","0","0"
"*02lv9*","James Milner","BHA","M","466","W (Mon)","BHA 2<br/>@CHE 3 F","13","13","4%","381.99","2%","0%","1","0","32","0","0.0","1","1","1","0","1","0","1","0","4","1","0","0"
"*067yz*","Matheus Cunha","WOL","F","613","Maddihat","WOL 1<br/>@ARS 2 F","12.5","12.5","34%","147.15","83%","+0.6%","1","1","90","1","1.0","0","1","3","2","2","2","1","0","5","0","0","0"
"*068y0*","Antoine Semenyo","BOU","F","626","avitek","AVL 2<br/>@BOU 2 F","12.5","12.5","0%","1069.45","33%","+8.4%","1","1","70","1","1.0","0","1","3","3","3","1","1","0","6","1","0","0"
"*02oq3*","Jay Rodriguez","BUR","F","594","W (Mon)","SHU 0<br/>@BUR 5 F","12.5","12.5","2%","383.19","10%","+9.1%","1","1","75","1","1.0","0","1","2","1","1","0","0","0","1","1","0","1"
"*05ybq*","Vitalii Mykolenko","EVE","D","487","avitek","EVE 1<br/>@NOT 0 F","12.25","12.25","4%","386.04","79%","+0.3%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","1"
"*04tig*","Fabian Schar","NEW","D","623","Maddihat","MUN 0<br/>@NEW 1 F","12","12","99%","69.32","98%","+0.5%","1","1","90","0","0.0","0","0","4","0","1","1","0","0","1","0","0","1"
"*05g2o*","Joao Pedro","BHA","F","354","Maddihat","BHA 2<br/>@CHE 3 F","12","12","99%","71.68","93%","+8.8%","1","0","31","1","1.0","0","1","3","2","1","2","1","0","4","0","0","0"
"*0574a*","Giovani Lo Celso","TOT","M","404","deceptiv","TOT 3<br/>@MCI 3 F","12","12","17%","225.52","33%","+15%","1","1","78","1","1.0","0","1","2","1","2","3","0","0","2","0","0","0"
"*04fk6*","Bernardo Silva","MCI","M","697","Vroom","TOT 3<br/>@MCI 3 F","11.5","11.5","100%","58.45","100%","+0.1%","1","1","90","0","0.0","0","0","1","1","3","2","0","0","3","0","0","0"
"*04spp*","Douglas Luiz","AVL","M","641","Maddihat","AVL 2<br/>@BOU 2 F","11.5","11.5","97%","92.31","100%","+0.1%","1","1","90","0","0.0","0","0","4","1","1","1","0","0","1","0","0","0"
"*0520r*","Leandro Trossard","ARS","M","688","Kish123","WOL 1<br/>@ARS 2 F","11.5","11.5","100%","57.05","96%","+0.6%","1","1","90","0","0.0","0","0","5","2","2","1","0","0","2","0","0","0"
"*02lny*","Ashley Young","EVE","D","734","W (Mon)","EVE 1<br/>@NOT 0 F","11.5","11.5","6%","351.41","6%","-1%","1","1","90","0","0.0","0","0","1","0","1","3","0","0","1","0","0","1"
"*06c4i*","Vitinho","BUR","D","746","W (Mon)","SHU 0<br/>@BUR 5 F","11.25","11.25","3%","385.38","2%","+0.7%","1","1","90","0","0.0","0","0","2","0","0","1","0","0","0","1","0","1"
"*04fk1*","Pascal Gross","BHA","M","284","XXX","BHA 2<br/>@CHE 3 F","11","11","100%","36.27","100%","0%","1","0","32","0","0.0","0","0","4","3","1","0","1","0","4","0","0","0"
"*05ylj*","Bruno Guimaraes","NEW","M","289","avitek","MUN 0<br/>@NEW 1 F","11","11","100%","39.32","98%","-0.4%","1","1","90","0","0.0","0","0","2","0","2","1","0","0","2","0","0","1"
"*068a1*","Mykhailo Mudryk","CHE","M","480","Pancake","BHA 2<br/>@CHE 3 F","11","11","100%","57.68","78%","-0.7%","1","1","80","0","0.0","0","0","1","0","1","2","0","0","1","0","0","0"
"*0635j*","Chris Richards","CRY","D","584","W (Mon)","CRY 1<br/>@WHU 1 F","11","11","0%","1140.6","1%","+0.4%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*043c1*","Oleksandr Zinchenko","ARS","D","740","Kish123","WOL 1<br/>@ARS 2 F","10.75","10.75","99%","76.57","99%","+0.7%","1","1","90","0","0.0","1","1","0","0","0","0","0","0","0","0","0","0"
"*04spw*","James Garner","EVE","M","255","Pancake","EVE 1<br/>@NOT 0 F","10.5","10.5","5%","381.9","63%","+4%","1","1","90","0","0.0","0","0","1","1","3","3","0","0","3","0","0","1"
"*05tre*","Vitaly Janelt","BRF","M","343","W (Mon)","LUT 1<br/>@BRF 3 F","10.5","10.5","2%","1120.18","27%","+11.9%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ojg*","Nelson Semedo","WOL","D","114","W (Mon)","WOL 1<br/>@ARS 2 F","10.5","10.5","6%","362.88","16%","-4.3%","1","1","90","0","0.0","1","1","0","0","1","1","0","0","1","0","0","0"
"*062p3*","Keane Lewis-Potter","BRF","F","399","W (Mon)","LUT 1<br/>@BRF 3 F","10.5","10.5","2%","1102.08","1%","0%","1","0","11","0","0.0","0","0","5","1","0","0","0","0","0","0","0","0"
"*044ej*","Johann Gudmundsson","BUR","M","286","avitek","SHU 0<br/>@BUR 5 F","10","10","9%","321.43","24%","+11.4%","1","0","24","0","0.0","0","0","1","0","0","1","0","0","0","0","0","0"
"*02lpf*","Ross Barkley","LUT","M","61","W (Mon)","LUT 1<br/>@BRF 3 F","10","10","9%","311.39","18%","-7.5%","1","1","90","0","0.0","0","0","3","0","2","0","0","0","2","0","0","0"
"*04kj7*","Serge Aurier","NOT","D","44","W (Mon)","EVE 1<br/>@NOT 0 F","9.5","9.5","25%","156.66","37%","+1.5%","1","1","90","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*02opy*","Adam Lallana","BHA","M","387","W (Mon)","BHA 2<br/>@CHE 3 F","9.5","9.5","1%","1161.2","2%","-1%","1","1","57","0","0.0","1","1","1","0","1","1","0","0","1","0","0","0"
"*05trb*","Bryan Mbeumo","BRF","F","444","deceptiv","LUT 1<br/>@BRF 3 F","9","9","100%","40.27","100%","0%","1","1","77","0","0.0","1","1","4","0","1","3","0","0","1","0","0","0"
"*06dq8*","Moussa Diaby","AVL","F","181","Vroom","AVL 2<br/>@BOU 2 F","9","9","98%","49.15","97%","-0.1%","1","0","15","0","0.0","1","1","0","0","1","0","0","0","1","0","0","0"
"*06804*","Benoit Badiashile","CHE","D","49","W (Mon)","BHA 2<br/>@CHE 3 F","9","9","11%","306.66","17%","+1.7%","1","1","90","0","0.0","1","1","0","0","1","1","1","0","4","0","0","0"
"*066r9*","Ehor Yarmolyuk","BRF","M","732","W (Mon)","LUT 1<br/>@BRF 3 F","9","9","0%","-","4%","+2.9%","1","1","69","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*05os8*","Joachim Andersen","CRY","D","33","deceptiv","CRY 1<br/>@WHU 1 F","8.75","8.75","47%","142.45","94%","-0.2%","1","1","90","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*03jly*","Andreas Pereira","FUL","M","320","Pancake","FUL 3<br/>@LIV 4 F","8.5","8.5","98%","75.6","82%","-3.6%","1","1","61","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*0639x*","Marcus Tavernier","BOU","M","663","4b. DcbB","AVL 2<br/>@BOU 2 F","8.5","8.5","34%","147.52","81%","+21.1%","1","1","88","0","0.0","0","0","2","0","0","2","0","0","0","0","0","0"
"*043qy*","Lewis Cook","BOU","M","151","W (Mon)","AVL 2<br/>@BOU 2 F","8.5","8.5","0%","-","9%","+4.9%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*04ml6*","Konstantinos Mavropanos","WHU","D","441","W (Mon)","CRY 1<br/>@WHU 1 F","8.5","8.5","0%","-","2%","+1.5%","1","1","90","0","0.0","0","0","1","0","1","1","0","0","1","0","0","0"
"*062ci*","Kaoru Mitoma","BHA","M","469","Kish123","BHA 2<br/>@CHE 3 F","8","8","100%","19.36","100%","0%","1","0","32","0","0.0","0","0","1","1","0","1","0","0","0","0","0","0"
"*06cm1*","Nicolas Jackson","CHE","F","341","Pancake","BHA 2<br/>@CHE 3 F","8","8","99%","48.96","98%","-0.6%","1","1","71","0","0.0","1","1","1","0","1","1","0","0","1","1","0","0"
"*0328q*","Tom Cairney","FUL","M","116","W (Mon)","FUL 3<br/>@LIV 4 F","8","8","0%","1180.6","1%","-0.7%","1","0","27","0","0.0","1","1","0","0","0","0","0","0","0","0","0","0"
"*060wh*","Alejandro Garnacho","MUN","M","254","Kish123","MUN 0<br/>@NEW 1 F","7.5","7.5","85%","112.17","80%","+14.7%","1","1","90","0","0.0","0","0","1","1","1","2","0","0","1","0","0","0"
"*03gu4*","Harry Maguire","MUN","D","420","avitek","MUN 0<br/>@NEW 1 F","7.5","7.5","27%","140.91","60%","+3.8%","1","1","90","0","0.0","0","0","2","0","5","0","1","0","8","1","0","0"
"*052ca*","Ezri Konsa","AVL","D","379","W (Mon)","AVL 2<br/>@BOU 2 F","7.5","7.5","11%","299.01","33%","+1.2%","1","1","73","0","0.0","0","0","0","0","0","4","0","0","0","0","0","0"
"*04qr0*","Willy Boly","NOT","D","87","Pancake","EVE 1<br/>@NOT 0 F","7.25","7.25","0%","1157.32","74%","+4.2%","1","1","45","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*02oq6*","Luke Shaw","MUN","D","630","avitek","MUN 0<br/>@NEW 1 F","7","7","100%","39.22","96%","+3.5%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062dt*","Joao Palhinha","FUL","M","405","W (Mon)","FUL 3<br/>@LIV 4 F","7","7","29%","144.84","56%","+0.1%","1","1","90","0","0.0","0","0","2","1","4","3","0","0","4","0","0","0"
"*04yo7*","Youri Tielemans","AVL","M","668","W (Mon)","AVL 2<br/>@BOU 2 F","7","7","98%","86.04","53%","+16.1%","1","1","90","0","0.0","0","0","0","0","1","3","0","0","1","0","0","0"
"*03vlj*","Virgil van Dijk","LIV","D","758","Adam","FUL 3<br/>@LIV 4 F","6.75","6.75","100%","43.74","100%","0%","1","1","90","0","0.0","0","0","2","0","1","0","0","0","1","0","0","0"
"*0329y*","Joel Ward","CRY","D","709","W (Mon)","CRY 1<br/>@WHU 1 F","6.75","6.75","2%","1108.32","23%","-2.7%","1","1","90","0","0.0","0","0","1","0","1","1","0","0","1","0","0","0"
"*04qr9*","Morgan Gibbs-White","NOT","M","259","deceptiv","EVE 1<br/>@NOT 0 F","6.5","6.5","100%","43.35","99%","+0.8%","1","1","90","0","0.0","0","0","3","0","1","0","0","0","1","0","0","0"
"*03sgc*","Jordan Ayew","CRY","F","48","W (Mon)","CRY 1<br/>@WHU 1 F","6.5","6.5","58%","131.25","75%","-1.9%","1","1","90","0","0.0","0","0","1","0","2","4","0","0","2","0","0","0"
"*04qrc*","Raul Jimenez","FUL","F","347","W (Mon)","FUL 3<br/>@LIV 4 F","6.5","6.5","64%","131.87","25%","-3.1%","1","1","90","0","0.0","0","0","1","0","0","1","0","0","0","0","0","0"
"*06c5x*","Tom Lockyer","LUT","D","406","W (Mon)","LUT 1<br/>@BRF 3 F","6.5","6.5","38%","147.4","23%","+2.5%","1","1","45","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*06fwz*","Murillo","NOT","M","612","W (Mon)","EVE 1<br/>@NOT 0 F","6.5","6.5","0%","-","17%","+0.5%","1","1","90","0","0.0","0","0","1","1","0","1","0","0","0","0","0","0"
"*05gcs*","Sander Berge","BUR","M","77","W (Mon)","SHU 0<br/>@BUR 5 F","6.5","6.5","19%","216.48","10%","+4%","1","1","90","0","0.0","0","0","0","0","2","0","0","0","2","0","0","1"
"*052k8*","Tommy Doyle","WOL","M","202","W (Mon)","WOL 1<br/>@ARS 2 F","6.5","6.5","0%","-","1%","+0.1%","1","1","88","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*03rvw*","Harry Toffolo","NOT","D","671","4b. DcbB","EVE 1<br/>@NOT 0 F","6.25","6.25","0%","-","50%","+3.9%","1","1","81","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cmm*","Dominik Szoboszlai","LIV","M","656","Kish123","FUL 3<br/>@LIV 4 F","6","6","100%","33.73","100%","0%","1","1","63","0","0.0","0","0","3","2","0","3","0","0","0","1","0","0"
"*04yo6*","Miguel Almiron","NEW","M","22","Pancake","MUN 0<br/>@NEW 1 F","6","6","100%","69.8","94%","+2.8%","1","1","90","0","0.0","0","0","5","1","0","0","0","0","0","0","0","1"
"*05akv*","Tyrick Mitchell","CRY","D","468","Pancake","CRY 1<br/>@WHU 1 F","6","6","4%","376.28","62%","-10.2%","1","1","90","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*06fxe*","Ryan Gravenberch","LIV","M","277","Vroom","FUL 3<br/>@LIV 4 F","6","6","0%","-","46%","+3%","1","1","82","0","0.0","0","0","2","1","0","0","0","0","0","0","0","0"
"*06ab3*","Lewis Miley","NEW","M","465","Pancake","MUN 0<br/>@NEW 1 F","6","6","0%","1154.7","17%","+12.9%","1","1","90","0","0.0","0","0","1","0","0","0","0","0","0","0","0","1"
"*068yi*","Illia Zabarnyi","BOU","D","736","W (Mon)","AVL 2<br/>@BOU 2 F","6","6","0%","1209.17","7%","-0.8%","1","1","90","0","0.0","0","0","1","0","1","1","0","0","1","0","0","0"
"*037mt*","Harrison Reed","FUL","M","580","W (Mon)","FUL 3<br/>@LIV 4 F","6","6","4%","398.27","4%","-0.2%","1","1","88","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*050jq*","Marc Guehi","CRY","D","287","W (Mon)","CRY 1<br/>@WHU 1 F","5.75","5.75","52%","136.57","73%","-8.5%","1","1","90","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*0647t*","Lucas Paqueta","WHU","M","672","deceptiv","CRY 1<br/>@WHU 1 F","5.5","5.5","100%","51.96","100%","+0.1%","1","1","90","0","0.0","0","0","0","0","3","2","0","0","3","0","0","0"
"*0524k*","Rodri","MCI","M","313","Vroom","TOT 3<br/>@MCI 3 F","5.5","5.5","99%","54.38","100%","0%","1","1","90","0","0.0","0","0","2","0","2","0","1","0","5","0","0","0"
"*0414p*","Carlton Morris","LUT","F","476","dsb_ff","LUT 1<br/>@BRF 3 F","5.5","5.5","85%","112.31","84%","-0.9%","1","1","60","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nt7*","Thiago Silva","CHE","D","745","W (Mon)","BHA 2<br/>@CHE 3 F","5.5","5.5","78%","124.25","79%","-1.5%","1","1","90","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*02m5b*","Chris Wood","NOT","F","728","W (Mon)","EVE 1<br/>@NOT 0 F","5.5","5.5","1%","1128.33","21%","0%","1","1","90","0","0.0","0","0","0","0","2","0","0","0","2","1","0","0"
"*06fwi*","Carlos Baleba","BHA","M","56","W (Mon)","BHA 2<br/>@CHE 3 F","5.5","5.5","0%","-","2%","-0.2%","1","1","56","0","0.0","0","0","2","1","1","3","0","0","1","0","0","0"
"*06ew2*","Axel Disasi","CHE","D","189","W (Mon)","BHA 2<br/>@CHE 3 F","5.25","5.25","19%","206.64","51%","-1%","1","1","90","0","0.0","0","0","0","0","3","0","0","0","3","0","0","0"
"*04agz*","Declan Rice","ARS","M","583","dsb_ff","WOL 1<br/>@ARS 2 F","5","5","99%","49.39","99%","-0.2%","1","1","90","0","0.0","0","0","3","0","0","1","0","0","0","0","0","0"
"*05uor*","Yoane Wissa","BRF","F","727","Adam","LUT 1<br/>@BRF 3 F","5","5","76%","120.87","94%","+0.7%","1","1","90","0","0.0","0","0","3","1","1","0","0","0","1","0","0","0"
"*02oq8*","James Ward-Prowse","WHU","M","710","Pancake","CRY 1<br/>@WHU 1 F","5","5","2%","292.08","85%","+0.1%","1","1","90","0","0.0","0","0","1","0","2","0","1","0","5","0","0","0"
"*05l8q*","Cole Palmer","CHE","M","536","Kish123","BHA 2<br/>@CHE 3 F","5","5","16%","248.12","85%","+0.1%","1","0","23","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*06fg0*","Gustavo Hamer","SHU","M","297","Maddihat","SHU 0<br/>@BUR 5 F","5","5","0%","1152.3","45%","-2.4%","1","1","90","0","0.0","0","0","1","0","1","0","1","0","4","0","0","0"
"*06fxu*","Ibrahim Sangare","NOT","M","610","W (Mon)","EVE 1<br/>@NOT 0 F","5","5","0%","-","4%","-0.2%","1","1","64","0","0.0","0","0","0","0","1","2","0","0","1","0","0","0"
