"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","GS","Min","G","G/G","A","Pts","S","SOT","FC","FS","YC","RC","DPt","Off","PKG","CS"
"*05vyj*","Evan Ferguson","BHA","F","84","deceptiv","FUL 1<br/>@BHA 1 F","11.5","11.5","97%","79.61","97%","+0.1%","1","1","77","1","1.0","0","1","2","2","2","0","0","0","2","0","0","0"
"*04spq*","Jack Harrison","EVE","M","211","4b. DcbB","EVE 1<br/>@WHU 0 F","11.5","11.5","0%","1101.59","57%","-1.2%","1","1","90","0","0.0","1","1","2","1","2","0","0","0","2","0","0","1"
"*04e1e*","Ben White","ARS","D","30","Vroom","SHU 0<br/>@ARS 5 F","11","11","98%","87.21","99%","0%","1","1","65","0","0.0","0","0","1","1","0","0","0","0","0","0","0","1"
"*05u7f*","Ibrahima Konate","LIV","D","259","Pancake","NOT 0<br/>@LIV 3 F","11","11","94%","105.15","75%","+5.8%","1","1","90","0","0.0","0","0","0","0","1","1","0","0","1","0","0","1"
"*0427d*","James Tarkowski","EVE","D","44","Adam","EVE 1<br/>@WHU 0 F","10.5","10.5","94%","94.55","93%","+0.8%","1","1","90","0","0.0","0","0","1","0","0","2","0","0","0","0","0","1"
"*03rxs*","Harry Wilson","FUL","M","221","W (Thu)","FUL 1<br/>@BHA 1 F","10.5","10.5","90%","100.7","38%","-2.3%","1","0","31","0","0.0","1","1","0","0","1","0","1","0","4","0","0","0"
"*02lpf*","Ross Barkley","LUT","M","301","W (Thu)","LUT 1<br/>@AVL 3 F","10.5","10.5","9%","311.39","6%","+0.8%","1","1","90","0","0.0","0","0","4","1","0","1","0","0","0","0","0","0"
"*04y92*","Bukayo Saka","ARS","M","2","Adam","SHU 0<br/>@ARS 5 F","10","10","100%","4.26","100%","0%","1","1","72","0","0.0","0","0","0","0","1","2","0","0","1","0","0","1"
"*05ocl*","Ollie Watkins","AVL","F","5","4b. DcbB","LUT 1<br/>@AVL 3 F","10","10","100%","19.8","100%","0%","1","1","90","0","0.0","0","0","2","2","0","1","0","0","0","0","0","0"
"*05l8q*","Cole Palmer","CHE","M","87","Kish123","BRF 2<br/>@CHE 0 F","10","10","16%","248","79%","+10%","1","1","90","0","0.0","0","0","2","0","0","0","0","0","0","0","0","0"
"*061ya*","Brennan Johnson","TOT","F","247","W (Thu)","TOT 2<br/>@CRY 1 F","10","10","92%","98.85","68%","-2%","1","0","25","0","0.0","1","1","0","0","0","0","1","0","3","0","0","0"
"*05uns*","Leon Bailey","AVL","F","109","W (Thu)","LUT 1<br/>@AVL 3 F","10","10","43%","143.89","61%","+6.2%","1","0","45","0","0.0","1","1","1","0","0","1","0","0","0","0","0","0"
"*04civ*","Scott McTominay","MUN","M","138","W (Thu)","MCI 3<br/>@MUN 0 F","10","10","4%","373.13","36%","+10.7%","1","1","90","0","0.0","0","0","2","2","0","0","0","0","0","1","0","0"
"*06clv*","Mahmoud Dahoud","BHA","M","274","W (Thu)","FUL 1<br/>@BHA 1 F","10","10","41%","144.92","16%","+1.9%","1","1","70","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o4b*","Matty Cash","AVL","D","89","XXX","LUT 1<br/>@AVL 3 F","9.75","9.75","93%","106.8","98%","+0.2%","1","1","78","0","0.0","0","0","0","0","1","0","1","0","4","0","0","0"
"*043c1*","Oleksandr Zinchenko","ARS","D","139","deceptiv","SHU 0<br/>@ARS 5 F","9.5","9.5","99%","76.57","97%","0%","1","1","90","0","0.0","0","0","1","0","1","0","0","0","1","0","0","1"
"*051k8*","Conor Gallagher","CHE","M","41","Maddihat","BRF 2<br/>@CHE 0 F","9.5","9.5","59%","137.82","91%","+6.3%","1","1","90","0","0.0","0","0","1","1","3","1","0","0","3","0","0","0"
"*0639x*","Marcus Tavernier","BOU","M","114","4b. DcbB","BUR 1<br/>@BOU 2 F","9.5","9.5","34%","147.53","57%","0%","1","1","81","0","0.0","0","0","3","2","1","2","0","0","1","1","0","0"
"*056mf*","Neal Maupay","BRF","F","212","W (Thu)","BRF 2<br/>@CHE 0 F","9.5","9.5","1%","1151.53","5%","-0.9%","1","0","13","0","0.0","1","1","0","0","0","0","1","0","3","0","0","0"
"*04tm0*","Lucas Digne","AVL","D","57","Kish123","LUT 1<br/>@AVL 3 F","9.25","9.25","45%","140.34","90%","+0.2%","1","1","90","0","0.0","0","0","0","0","0","2","0","0","0","0","0","0"
"*062og*","Aaron Hickey","BRF","D","374","W (Thu)","BRF 2<br/>@CHE 0 F","9.25","9.25","7%","339.03","5%","-0.5%","1","1","83","0","0.0","0","0","0","0","0","3","0","0","0","0","0","1"
"*04agz*","Declan Rice","ARS","M","43","dsb_ff","SHU 0<br/>@ARS 5 F","9","9","99%","49.39","100%","+0.6%","1","1","88","0","0.0","1","1","1","0","2","0","0","0","2","0","0","1"
"*02lm7*","Jack Grealish","MCI","M","232","Pancake","MCI 3<br/>@MUN 0 F","9","9","100%","15.01","98%","-0.6%","1","1","86","0","0.0","0","0","5","1","0","2","0","0","0","0","0","1"
"*05w9q*","Odsonne Edouard","CRY","F","42","XXX","TOT 2<br/>@CRY 1 F","9","9","18%","223.09","79%","-1.5%","1","1","78","0","0.0","0","0","2","1","4","1","0","0","4","0","0","0"
"*038ze*","Alex Iwobi","FUL","M","214","W (Thu)","FUL 1<br/>@BHA 1 F","9","9","94%","95.63","54%","-3.6%","1","1","88","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*0620k*","Nayef Aguerd","WHU","D","196","W (Thu)","EVE 1<br/>@WHU 0 F","9","9","14%","266.91","34%","+0.3%","1","1","90","0","0.0","0","0","2","0","0","0","0","0","0","0","0","0"
"*06crm*","Pau Torres","AVL","D","182","Vroom","LUT 1<br/>@AVL 3 F","8.75","8.75","93%","107.36","74%","+9.1%","1","1","90","0","0.0","0","0","2","0","1","0","0","0","1","0","0","0"
"*05ojg*","Nelson Semedo","WOL","D","188","W (Thu)","NEW 2<br/>@WOL 2 F","8.75","8.75","6%","362.75","16%","-0.1%","1","1","90","0","0.0","0","0","0","0","3","0","0","0","3","0","0","0"
"*04qr0*","Willy Boly","NOT","D","34","Pancake","NOT 0<br/>@LIV 3 F","8.5","8.5","0%","1157.37","77%","-2.8%","1","1","68","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06f8y*","Alex Scott","BOU","M","338","W (Thu)","BUR 1<br/>@BOU 2 F","8.5","8.5","1%","1095.62","4%","-1.3%","1","1","90","0","0.0","0","0","1","0","0","2","0","0","0","0","0","0"
"*05tr5*","Mads Roerslev","BRF","D","226","W (Thu)","BRF 2<br/>@CHE 0 F","8.5","8.5","0%","1105.43","3%","-0.1%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","1"
"*03srg*","Trent Alexander-Arnold","LIV","D","120","XXX","NOT 0<br/>@LIV 3 F","8.25","8.25","100%","7.78","100%","0%","1","1","88","0","0.0","0","0","3","0","1","1","1","0","4","0","0","1"
"*062cn*","Julian Alvarez","MCI","F","10","dsb_ff","MCI 3<br/>@MUN 0 F","8","8","100%","58.11","100%","0%","1","1","86","0","0.0","0","0","3","1","0","0","0","0","0","0","0","1"
"*046c5*","Jarrod Bowen","WHU","M","13","dsb_ff","EVE 1<br/>@WHU 0 F","8","8","100%","32.51","100%","0%","1","1","90","0","0.0","0","0","4","0","0","3","0","0","0","0","0","0"
"*062ot*","Cheick Doucoure","CRY","M","91","W (Thu)","TOT 2<br/>@CRY 1 F","8","8","23%","179.67","37%","+4.4%","1","1","90","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*063hu*","Amadou Onana","EVE","M","121","W (Thu)","EVE 1<br/>@WHU 0 F","8","8","13%","281.17","34%","+0.5%","1","1","90","0","0.0","0","0","1","0","2","3","0","0","2","0","0","1"
"*06fwz*","Murillo","NOT","M","263","W (Thu)","NOT 0<br/>@LIV 3 F","8","8","0%","-","19%","-12.9%","1","1","90","0","0.0","0","0","1","0","2","0","0","0","2","0","0","0"
"*04f6o*","Will Hughes","CRY","M","193","W (Thu)","TOT 2<br/>@CRY 1 F","8","8","0%","-","3%","0%","1","1","69","0","0.0","0","0","1","0","2","1","0","0","2","0","0","0"
"*056ir*","Adam Webster","BHA","D","405","W (Thu)","FUL 1<br/>@BHA 1 F","7.75","7.75","7%","343.15","6%","+2.1%","1","1","90","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*02lkp*","Raheem Sterling","CHE","F","20","4b. DcbB","BRF 2<br/>@CHE 0 F","7.5","7.5","100%","57.77","100%","+0.1%","1","1","90","0","0.0","0","0","2","0","0","1","0","0","0","0","0","0"
"*05w9i*","Marc Cucurella","CHE","D","258","Kish123","BRF 2<br/>@CHE 0 F","7.5","7.5","33%","151.57","45%","+6.4%","1","1","80","0","0.0","0","0","2","1","0","1","0","0","0","0","0","0"
"*04fyc*","Charlie Taylor","BUR","D","314","W (Thu)","BUR 1<br/>@BOU 2 F","7.5","7.5","1%","1117.25","1%","+0.4%","1","1","90","1","1.0","0","1","2","1","1","2","1","0","4","0","0","0"
"*03yrr*","Mohamed Elneny","ARS","M","341","W (Thu)","SHU 0<br/>@ARS 5 F","7.5","7.5","0%","1251.6","0%","0%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068sd*","Jakub Kiwior","ARS","D","326","W (Thu)","SHU 0<br/>@ARS 5 F","7.25","7.25","1%","1125.85","20%","+17.7%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","1"
"*05ylj*","Bruno Guimaraes","NEW","M","51","Kish123","NEW 2<br/>@WOL 2 F","7","7","100%","39.32","99%","-0.3%","1","1","90","0","0.0","0","0","1","0","4","3","0","0","4","0","0","0"
"*05os8*","Joachim Andersen","CRY","D","12","deceptiv","TOT 2<br/>@CRY 1 F","7","7","47%","142.46","94%","+0.2%","1","1","90","0","0.0","1","1","2","0","1","0","1","0","4","1","0","0"
"*03rzp*","Antonee Robinson","FUL","D","168","Vroom","FUL 1<br/>@BHA 1 F","7","7","83%","116.11","61%","+1.1%","1","1","90","0","0.0","0","0","1","0","2","1","1","0","5","0","0","0"
"*06fxu*","Ibrahim Sangare","NOT","M","279","W (Thu)","NOT 0<br/>@LIV 3 F","7","7","0%","-","5%","-2.4%","1","1","90","0","0.0","0","0","2","0","2","0","1","0","5","0","0","0"
"*02lp7*","Andros Townsend","LUT","M","347","W (Thu)","LUT 1<br/>@AVL 3 F","7","7","0%","-","4%","+2.2%","1","0","32","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06f7b*","Vinicius de Souza Costa","SHU","M","160","W (Thu)","SHU 0<br/>@ARS 5 F","7","7","0%","1193.43","3%","-0.3%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m6x*","Tim Ream","FUL","D","178","W (Thu)","FUL 1<br/>@BHA 1 F","6.75","6.75","10%","307.18","24%","-1.4%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*062p5*","Levi Colwill","CHE","D","54","Maddihat","BRF 2<br/>@CHE 0 F","6.5","6.5","82%","119.31","95%","+2.2%","1","1","90","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*03yu2*","Abdoulaye Doucoure","EVE","M","16","XXX","EVE 1<br/>@WHU 0 F","6.5","6.5","38%","145.49","93%","+0.9%","1","1","90","0","0.0","0","0","2","1","1","0","0","0","1","0","0","1"
"*02oq8*","James Ward-Prowse","WHU","M","14","Pancake","EVE 1<br/>@WHU 0 F","6.5","6.5","2%","292.19","85%","+0.1%","1","1","72","0","0.0","0","0","0","0","2","0","0","0","2","0","0","0"
"*0626q*","Simon Adingra","BHA","F","82","deceptiv","FUL 1<br/>@BHA 1 F","6.5","6.5","9%","316","63%","+10.6%","1","1","70","0","0.0","0","0","2","1","0","0","0","0","0","0","0","0"
"*04kj7*","Serge Aurier","NOT","D","167","W (Thu)","NOT 0<br/>@LIV 3 F","6.5","6.5","25%","156.67","49%","-9.3%","1","1","90","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*05mxa*","Joel Veltman","BHA","D","267","W (Thu)","FUL 1<br/>@BHA 1 F","6.25","6.25","33%","151.69","17%","0%","1","0","18","0","0.0","0","0","1","1","1","2","0","0","1","0","0","0"
"*05gcr*","Bruno Fernandes","MUN","M","11","4b. DcbB","MCI 3<br/>@MUN 0 F","6","6","100%","3.52","100%","0%","1","1","90","0","0.0","0","0","2","1","3","1","1","0","6","1","0","0"
"*062ci*","Kaoru Mitoma","BHA","M","17","Kish123","FUL 1<br/>@BHA 1 F","6","6","100%","19.36","100%","0%","1","1","90","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*06exb*","Rasmus Hojlund","MUN","F","277","Maddihat","MCI 3<br/>@MUN 0 F","6","6","74%","60.8","85%","-1.8%","1","1","72","0","0.0","0","0","0","0","1","1","0","0","1","1","0","0"
"*05opk*","Vladimir Coufal","WHU","D","60","deceptiv","EVE 1<br/>@WHU 0 F","6","6","15%","266.63","81%","-1.9%","1","1","90","0","0.0","0","0","0","0","0","2","0","0","0","0","0","0"
"*04spw*","James Garner","EVE","M","68","Vroom","EVE 1<br/>@WHU 0 F","6","6","5%","381.9","60%","+2.4%","1","1","90","0","0.0","0","0","0","0","1","1","0","0","1","0","0","1"
"*05gcx*","Josh Brownhill","BUR","M","128","W (Thu)","BUR 1<br/>@BOU 2 F","6","6","85%","111.15","42%","+0.5%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*03ybi*","Marcus Rashford","MUN","F","61","Maddihat","MCI 3<br/>@MUN 0 F","5.5","5.5","100%","7.82","100%","0%","1","1","85","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*0647t*","Lucas Paqueta","WHU","M","62","deceptiv","EVE 1<br/>@WHU 0 F","5.5","5.5","100%","51.96","100%","-0.2%","1","1","90","0","0.0","0","0","2","0","0","1","1","0","3","0","0","0"
"*0558w*","William Saliba","ARS","D","98","Pancake","SHU 0<br/>@ARS 5 F","5.5","5.5","99%","65.13","99%","+0.6%","1","1","90","0","0.0","0","0","0","0","0","1","0","0","0","0","0","1"
"*05oyq*","Said Benrahma","WHU","M","187","Pancake","EVE 1<br/>@WHU 0 F","5.5","5.5","96%","93.95","53%","-5.2%","1","0","32","0","0.0","0","0","1","1","1","0","1","0","4","0","0","0"
"*06fg0*","Gustavo Hamer","SHU","M","74","Maddihat","SHU 0<br/>@ARS 5 F","5.5","5.5","0%","1152.22","49%","-7.3%","1","1","82","0","0.0","0","0","1","0","1","0","0","0","1","1","0","0"
"*044ej*","Johann Gudmundsson","BUR","M","244","W (Thu)","BUR 1<br/>@BOU 2 F","5.5","5.5","9%","321.43","6%","+1%","1","1","80","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*05uor*","Yoane Wissa","BRF","F","21","Adam","BRF 2<br/>@CHE 0 F","5","5","76%","120.86","95%","+1.1%","1","1","75","0","0.0","0","0","0","0","2","0","0","0","2","0","0","1"
"*05o6h*","Kai Havertz","ARS","F","163","XXX","SHU 0<br/>@ARS 5 F","5","5","100%","44.9","83%","+3.1%","1","1","90","0","0.0","0","0","1","0","0","2","0","0","0","0","0","1"
"*03arh*","Kurt Zouma","WHU","D","134","Maddihat","EVE 1<br/>@WHU 0 F","5","5","12%","301","64%","+2.1%","1","1","90","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*04e1c*","Lewis Dunk","BHA","D","246","W (Thu)","FUL 1<br/>@BHA 1 F","5","5","72%","125.36","51%","+6%","1","1","90","0","0.0","0","0","1","0","1","1","0","0","1","0","0","0"
"*061va*","Boubacar Kamara","AVL","M","107","W (Thu)","LUT 1<br/>@AVL 3 F","5","5","3%","390.21","39%","+17.6%","1","1","78","0","0.0","0","0","0","0","3","0","1","0","6","0","0","0"
"*03dyl*","Jeffrey Schlupp","CRY","M","147","W (Thu)","TOT 2<br/>@CRY 1 F","5","5","6%","358.16","19%","-0.8%","1","1","59","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gcs*","Sander Berge","BUR","M","179","W (Thu)","BUR 1<br/>@BOU 2 F","5","5","19%","216.58","5%","-1%","1","0","29","0","0.0","0","0","2","1","0","0","0","0","0","0","0","0"
"*04ylt*","Chris Mepham","BOU","D","354","W (Thu)","BUR 1<br/>@BOU 2 F","5","5","0%","1104.7","0%","+0.1%","1","1","90","0","0.0","0","0","1","1","3","0","0","0","3","0","0","0"
"*05os4*","Rayan Ait-Nouri","WOL","D","240","W (Thu)","NEW 2<br/>@WOL 2 F","4.75","4.75","3%","382.17","5%","-1.6%","1","1","90","0","0.0","0","0","1","0","0","4","1","0","3","1","0","0"
"*06cm1*","Nicolas Jackson","CHE","F","94","Adam","BRF 2<br/>@CHE 0 F","4.5","4.5","99%","48.96","94%","-0.5%","1","1","90","0","0.0","0","0","3","0","2","1","0","0","2","0","0","0"
"*037mo*","Willian","FUL","F","102","deceptiv","FUL 1<br/>@BHA 1 F","4.5","4.5","85%","107.68","67%","+3.3%","1","1","85","0","0.0","0","0","1","1","0","1","0","0","0","0","0","0"
"*02opy*","Adam Lallana","BHA","M","351","W (Thu)","FUL 1<br/>@BHA 1 F","4.5","4.5","1%","1161.2","4%","+3.8%","1","1","57","0","0.0","0","0","0","0","0","2","0","0","0","0","0","0"
