"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","GS","Min","G","G/G","A","Pts","S","SOT","FC","FS","YC","RC","DPt","Off","PKG","CS"
"*04fk6*","Bernardo Silva","MCI","M","50","Vroom","MCI 4<br/>@CHE 4 F","12.5","12.5","100%","58.45","100%","+0.6%","1","1","90","0","0.0","1","1","0","0","1","0","0","0","1","0","0","0"
"*05ocl*","Ollie Watkins","AVL","F","4","4b. DcbB","FUL 1<br/>@AVL 3 F","12","12","100%","19.8","100%","0%","1","1","90","1","1.0","0","1","3","1","1","0","1","0","4","1","0","0"
"*04qr9*","Morgan Gibbs-White","NOT","M","38","deceptiv","NOT 2<br/>@WHU 3 F","12","12","100%","43.35","98%","-0.3%","1","1","90","0","0.0","0","0","2","1","0","3","0","0","0","0","0","0"
"*06cm1*","Nicolas Jackson","CHE","F","39","XXX","MCI 4<br/>@CHE 4 F","12","12","99%","48.96","96%","+5.9%","1","1","88","1","1.0","0","1","3","2","0","0","1","0","3","0","0","0"
"*061ya*","Brennan Johnson","TOT","F","222","deceptiv","TOT 1<br/>@WOL 2 F","12","12","92%","98.85","82%","+7.8%","1","1","74","1","1.0","0","1","2","1","1","2","0","0","1","0","0","0"
"*04spq*","Jack Harrison","EVE","M","149","4b. DcbB","EVE 3<br/>@CRY 2 F","12","12","0%","1101.6","60%","-2.6%","1","1","90","0","0.0","1","1","0","0","2","1","0","0","2","0","0","0"
"*051kg*","Max Aarons","BOU","D","277","W (Thu)","NEW 0<br/>@BOU 2 F","12","12","0%","1148.2","5%","+0.1%","1","1","67","0","0.0","0","0","0","0","1","0","0","0","1","0","0","1"
"*05os4*","Rayan Ait-Nouri","WOL","D","210","W (Thu)","TOT 1<br/>@WOL 2 F","11.75","11.75","3%","382.16","14%","-5.2%","1","1","86","0","0.0","0","0","2","0","1","3","1","0","4","1","0","0"
"*043qy*","Lewis Cook","BOU","M","187","W (Thu)","NEW 0<br/>@BOU 2 F","11.5","11.5","0%","-","2%","0%","1","1","90","0","0.0","0","0","0","0","1","1","1","0","4","0","0","1"
"*062cn*","Julian Alvarez","MCI","F","10","dsb_ff","MCI 4<br/>@CHE 4 F","11","11","100%","58.11","100%","0%","1","1","78","0","0.0","0","0","2","1","1","0","0","0","1","0","0","0"
"*051k7*","Reece James","CHE","D","261","Maddihat","MCI 4<br/>@CHE 4 F","10.75","10.75","100%","25.75","99%","0%","1","1","63","0","0.0","1","1","2","1","0","1","0","0","0","0","0","0"
"*068yi*","Illia Zabarnyi","BOU","D","244","W (Thu)","NEW 0<br/>@BOU 2 F","10.75","10.75","0%","1209.18","5%","-0.7%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","1"
"*05o8o*","Jayden Bogle","SHU","D","240","W (Thu)","SHU 1<br/>@BHA 1 F","10.75","10.75","0%","1136.69","4%","-0.6%","1","1","88","0","0.0","0","0","4","1","1","2","1","0","4","0","0","0"
"*0639x*","Marcus Tavernier","BOU","M","121","4b. DcbB","NEW 0<br/>@BOU 2 F","10.5","10.5","34%","147.53","52%","-2.4%","1","1","88","0","0.0","0","0","2","1","0","0","0","0","0","0","0","1"
"*04qfz*","Diogo Dalot","MUN","D","84","4b. DcbB","LUT 0<br/>@MUN 1 F","10.25","10.25","99%","79.86","96%","+3.3%","1","1","90","0","0.0","0","0","1","0","0","0","0","0","0","0","0","1"
"*05gcr*","Bruno Fernandes","MUN","M","8","4b. DcbB","LUT 0<br/>@MUN 1 F","10","10","100%","3.52","100%","0%","1","1","90","0","0.0","0","0","4","0","1","0","0","0","1","0","0","1"
"*06dq8*","Moussa Diaby","AVL","F","16","Vroom","FUL 1<br/>@AVL 3 F","10","10","98%","49.16","97%","0%","1","1","61","0","0.0","0","0","2","1","0","0","0","0","0","2","0","0"
"*05y9n*","Lewis Hall","NEW","D","352","XXX","NEW 0<br/>@BOU 2 F","10","10","29%","147.18","42%","+27.5%","1","1","45","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*03frx*","Ola Aina","NOT","D","207","W (Thu)","NOT 2<br/>@WHU 3 F","9.75","9.75","1%","1114.71","5%","+3.2%","1","1","75","0","0.0","1","1","0","0","0","0","0","0","0","0","0","0"
"*05tr1*","Ethan Pinnock","BRF","D","27","4b. DcbB","BRF 0<br/>@LIV 3 F","9.5","9.5","99%","71.39","98%","-0.4%","1","1","90","0","0.0","0","0","2","1","0","0","0","0","0","0","0","0"
"*0427d*","James Tarkowski","EVE","D","36","Adam","EVE 3<br/>@CRY 2 F","9.5","9.5","94%","94.55","96%","+1.4%","1","1","90","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*0649j*","Manuel Akanji","MCI","D","145","W (Thu)","MCI 4<br/>@CHE 4 F","9","9","88%","107.73","88%","-1.6%","1","1","90","1","1.0","0","1","1","1","0","1","0","0","0","0","0","0"
"*04ge6*","Joe Willock","NEW","M","332","XXX","NEW 0<br/>@BOU 2 F","9","9","45%","145.04","53%","+9.2%","1","1","88","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*060wh*","Alejandro Garnacho","MUN","M","219","Kish123","LUT 0<br/>@MUN 1 F","8.5","8.5","85%","112.15","65%","+11.9%","1","1","67","0","0.0","0","0","1","0","0","1","0","0","0","0","0","1"
"*02lp7*","Andros Townsend","LUT","M","269","W (Thu)","LUT 0<br/>@MUN 1 F","8.5","8.5","0%","-","9%","-1%","1","1","59","0","0.0","0","0","3","1","0","0","0","0","0","0","0","0"
"*062h9*","Luis Sinisterra","BOU","F","243","W (Thu)","NEW 0<br/>@BOU 2 F","8.5","8.5","0%","-","5%","+1.9%","1","0","21","0","0.0","0","0","5","2","2","0","0","0","2","0","0","0"
"*03rzp*","Antonee Robinson","FUL","D","135","W (Thu)","FUL 1<br/>@AVL 3 F","8.25","8.25","83%","116.11","61%","-1.6%","1","1","90","0","0.0","1","1","0","0","3","0","1","0","6","1","0","0"
"*063e7*","Marcos Senesi","BOU","D","329","W (Thu)","NEW 0<br/>@BOU 2 F","8.25","8.25","3%","398.51","1%","-0.1%","1","1","90","0","0.0","0","0","0","0","0","1","1","0","3","0","0","1"
"*06fg0*","Gustavo Hamer","SHU","M","91","Maddihat","SHU 1<br/>@BHA 1 F","8","8","0%","1152.26","44%","-6.8%","1","1","90","0","0.0","0","0","1","0","1","1","0","0","1","0","0","0"
"*06cm4*","Chiedozie Ogbene","LUT","F","120","W (Thu)","LUT 0<br/>@MUN 1 F","8","8","1%","1108.48","13%","+5.5%","1","1","85","0","0.0","0","0","1","1","0","1","0","0","0","0","0","0"
"*05gvx*","Armando Broja","CHE","F","287","W (Thu)","MCI 4<br/>@CHE 4 F","8","8","1%","1141.8","9%","-2.9%","1","0","1","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*051k5*","Lloyd Kelly","BOU","D","302","W (Thu)","NEW 0<br/>@BOU 2 F","8","8","0%","1232.2","1%","-0.1%","1","1","90","0","0.0","0","0","0","0","0","1","0","0","0","0","0","1"
"*05trb*","Bryan Mbeumo","BRF","F","7","deceptiv","BRF 0<br/>@LIV 3 F","7.5","7.5","100%","40.27","100%","0%","1","1","90","0","0.0","0","0","3","1","3","3","0","0","3","0","0","0"
"*06cmm*","Dominik Szoboszlai","LIV","M","17","Kish123","BRF 0<br/>@LIV 3 F","7.5","7.5","100%","33.73","100%","0%","1","1","88","0","0.0","0","0","2","1","3","0","0","0","3","0","0","1"
"*03jly*","Andreas Pereira","FUL","M","86","Pancake","FUL 1<br/>@AVL 3 F","7.5","7.5","98%","75.61","83%","+3.8%","1","1","73","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*04yo7*","Youri Tielemans","AVL","M","295","W (Thu)","FUL 1<br/>@AVL 3 F","7.5","7.5","98%","86.04","37%","+7.7%","1","1","90","0","0.0","0","0","1","1","0","4","0","0","0","0","0","0"
"*0329y*","Joel Ward","CRY","D","200","W (Thu)","EVE 3<br/>@CRY 2 F","7.5","7.5","2%","1108.32","15%","+2.3%","1","1","90","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*068y0*","Antoine Semenyo","BOU","F","144","W (Thu)","NEW 0<br/>@BOU 2 F","7.5","7.5","0%","1069.31","13%","+0.8%","1","1","80","0","0.0","0","0","4","1","1","0","0","0","1","0","0","1"
"*068yd*","Joao Gomes","WOL","M","205","W (Thu)","TOT 1<br/>@WOL 2 F","7.5","7.5","2%","1117.52","6%","-0.1%","1","1","86","0","0.0","0","0","2","0","3","1","1","0","6","0","0","0"
"*06fxu*","Ibrahim Sangare","NOT","M","228","W (Thu)","NOT 2<br/>@WHU 3 F","7.5","7.5","0%","-","4%","-0.6%","1","1","88","0","0.0","0","0","0","0","5","0","0","0","5","0","0","0"
"*05tr9*","Mathias Jensen","BRF","M","24","Pancake","BRF 0<br/>@LIV 3 F","7","7","83%","116.69","98%","-0.1%","1","1","71","0","0.0","0","0","1","1","1","0","0","0","1","0","0","0"
"*05tr8*","Christian Norgaard","BRF","M","72","deceptiv","BRF 0<br/>@LIV 3 F","7","7","19%","219.38","69%","-3.5%","1","1","90","0","0.0","0","0","2","0","3","2","1","0","6","0","0","0"
"*02oo1*","Ben Davies","TOT","D","288","W (Thu)","TOT 1<br/>@WOL 2 F","6.75","6.75","11%","295.52","15%","+5.4%","1","1","90","0","0.0","0","0","1","0","0","2","0","0","0","0","0","0"
"*06c6a*","Alfie Doughty","LUT","M","51","Vroom","LUT 0<br/>@MUN 1 F","6.5","6.5","48%","142.27","68%","+3.1%","1","1","72","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fx1*","Ansu Fati","BHA","F","223","4b. DcbB","SHU 1<br/>@BHA 1 F","6.5","6.5","0%","-","65%","+3.9%","1","1","70","0","0.0","0","0","2","2","0","1","0","0","0","1","0","0"
"*02lpf*","Ross Barkley","LUT","M","211","W (Thu)","LUT 0<br/>@MUN 1 F","6.5","6.5","9%","311.39","22%","+14.2%","1","1","90","0","0.0","0","0","2","0","0","1","0","0","0","0","0","0"
"*067yu*","Facundo Buonanotte","BHA","M","333","W (Thu)","SHU 1<br/>@BHA 1 F","6.5","6.5","14%","275.67","15%","+7%","1","1","45","0","0.0","1","1","1","0","2","1","1","0","5","0","0","0"
"*06fxv*","Jean-Ricner Bellegarde","WOL","M","291","deceptiv","TOT 1<br/>@WOL 2 F","6.5","6.5","0%","-","14%","+8.9%","1","1","72","0","0.0","0","0","1","0","0","2","0","0","0","0","0","0"
"*044ej*","Johann Gudmundsson","BUR","M","193","W (Thu)","BUR 1<br/>@ARS 3 F","6.5","6.5","9%","321.43","9%","+3.1%","1","1","90","0","0.0","0","0","1","1","2","1","1","0","5","0","0","0"
"*05gcs*","Sander Berge","BUR","M","172","W (Thu)","BUR 1<br/>@ARS 3 F","6.5","6.5","19%","216.58","5%","-0.3%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yg5*","Toti","WOL","D","260","W (Thu)","TOT 1<br/>@WOL 2 F","6.5","6.5","0%","1227.2","2%","-1.8%","1","1","90","0","0.0","0","0","2","1","0","1","0","0","0","0","0","0"
"*05nt7*","Thiago Silva","CHE","D","118","W (Thu)","MCI 4<br/>@CHE 4 F","6.25","6.25","78%","124.26","77%","-5%","1","1","90","1","1.0","0","1","1","1","0","1","0","0","0","0","0","0"
"*05afe*","Teden Mengi","LUT","D","283","W (Thu)","LUT 0<br/>@MUN 1 F","6.25","6.25","0%","1125.7","0%","0%","1","1","90","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*04fk1*","Pascal Gross","BHA","M","48","XXX","SHU 1<br/>@BHA 1 F","6","6","100%","36.27","100%","+0.1%","1","1","90","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*052cd*","Mason Mount","MUN","M","263","W (Thu)","LUT 0<br/>@MUN 1 F","6","6","100%","30.64","76%","-4.6%","1","0","49","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*02lnn*","Oliver Norwood","SHU","M","106","Adam","SHU 1<br/>@BHA 1 F","6","6","13%","279.8","26%","+8.8%","1","1","90","0","0.0","0","0","1","0","2","1","0","0","2","0","0","0"
"*06clt*","Justin Kluivert","BOU","M","273","W (Thu)","NEW 0<br/>@BOU 2 F","6","6","72%","128.61","21%","+0.2%","1","1","67","0","0.0","0","0","1","1","2","0","0","0","2","0","0","1"
"*06clx*","Jordan Beyer","BUR","D","285","W (Thu)","BUR 1<br/>@ARS 3 F","6","6","19%","208.78","7%","-0.5%","1","1","90","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*04mdn*","Anthony Gordon","NEW","M","28","4b. DcbB","NEW 0<br/>@BOU 2 F","5.5","5.5","71%","128.44","96%","0%","1","1","90","0","0.0","0","0","1","1","0","2","0","0","0","0","0","0"
"*04p0d*","Dwight McNeil","EVE","M","108","deceptiv","EVE 3<br/>@CRY 2 F","5.5","5.5","96%","76.4","87%","+0.8%","1","1","90","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*03dyl*","Jeffrey Schlupp","CRY","M","116","W (Thu)","EVE 3<br/>@CRY 2 F","5.5","5.5","6%","358.17","28%","+6.7%","1","1","66","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*066r9*","Ehor Yarmolyuk","BRF","M","351","W (Thu)","BRF 0<br/>@LIV 3 F","5.5","5.5","0%","-","0%","0%","1","0","17","0","0.0","0","0","1","0","0","1","0","0","0","0","0","0"
"*04spp*","Douglas Luiz","AVL","M","26","Maddihat","FUL 1<br/>@AVL 3 F","5","5","97%","92.32","99%","0%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*067yv*","Cody Gakpo","LIV","F","160","Pancake","BRF 0<br/>@LIV 3 F","5","5","100%","26.85","93%","-1.2%","1","1","82","0","0.0","0","0","2","1","1","1","0","0","1","0","0","1"
"*0414p*","Carlton Morris","LUT","F","63","dsb_ff","LUT 0<br/>@MUN 1 F","5","5","85%","112.31","85%","-0.5%","1","1","90","0","0.0","0","0","2","1","4","1","0","0","4","1","0","0"
"*06fup*","Jeremy Doku","MCI","F","22","Kish123","MCI 4<br/>@CHE 4 F","5","5","0%","1026.6","84%","+1.2%","1","1","58","0","0.0","0","0","1","1","1","0","1","0","4","0","0","0"
"*037mo*","Willian","FUL","F","104","deceptiv","FUL 1<br/>@AVL 3 F","5","5","85%","107.68","67%","-1.5%","1","1","81","0","0.0","0","0","3","1","0","0","0","0","0","1","0","0"
"*04civ*","Scott McTominay","MUN","M","115","dsb_ff","LUT 0<br/>@MUN 1 F","5","5","4%","373.12","61%","+9.6%","1","1","90","0","0.0","0","0","2","1","1","2","0","0","1","0","0","1"
"*06c5x*","Tom Lockyer","LUT","D","165","W (Thu)","LUT 0<br/>@MUN 1 F","5","5","38%","147.4","17%","+0.9%","1","1","90","0","0.0","0","0","0","0","1","0","1","0","4","0","0","0"
"*058vb*","Cameron Archer","SHU","F","163","W (Thu)","SHU 1<br/>@BHA 1 F","5","5","1%","1150.63","14%","+5.2%","1","1","90","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","157","W (Thu)","BUR 1<br/>@ARS 3 F","4.75","4.75","99%","79.43","90%","+5.3%","1","1","90","0","0.0","0","0","3","0","1","0","0","0","1","1","0","0"
"*05ojg*","Nelson Semedo","WOL","D","218","W (Thu)","TOT 1<br/>@WOL 2 F","4.75","4.75","6%","362.77","18%","-14.3%","1","1","66","0","0.0","0","0","1","0","0","1","0","0","0","0","0","0"
"*03ybi*","Marcus Rashford","MUN","F","78","Maddihat","LUT 0<br/>@MUN 1 F","4.5","4.5","100%","7.82","100%","+0.1%","1","1","90","0","0.0","0","0","2","1","0","2","0","0","0","0","0","1"
"*05o4b*","Matty Cash","AVL","D","95","XXX","FUL 1<br/>@AVL 3 F","4.5","4.5","93%","106.8","98%","-0.3%","1","1","90","0","0.0","0","0","2","2","0","1","0","0","0","0","0","0"
"*062cl*","Issa Kabore","LUT","D","178","W (Thu)","LUT 0<br/>@MUN 1 F","4.5","4.5","5%","354.04","9%","+4%","1","1","85","0","0.0","0","0","0","0","3","0","1","0","6","0","0","0"
"*05uhs*","James Mcatee","SHU","M","176","W (Thu)","SHU 1<br/>@BHA 1 F","4.5","4.5","0%","1148.2","7%","+2.5%","1","1","84","0","0.0","0","0","1","0","1","2","0","0","1","0","0","0"
"*04fyc*","Charlie Taylor","BUR","D","303","W (Thu)","BUR 1<br/>@ARS 3 F","4.5","4.5","1%","1117.25","1%","-0.4%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*06eka*","Igor Julio dos Santos de Paulo","BHA","D","367","W (Thu)","SHU 1<br/>@BHA 1 F","4.25","4.25","2%","391.73","5%","+3.1%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ce*","Auston Trusty","SHU","D","348","W (Thu)","SHU 1<br/>@BHA 1 F","4.25","4.25","1%","1123.07","1%","-0.1%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rb8*","Moises Caicedo","CHE","M","208","W (Thu)","MCI 4<br/>@CHE 4 F","4","4","91%","101.42","61%","-2.1%","1","1","88","0","0.0","0","0","1","0","3","0","1","0","6","0","0","0"
"*05l27*","Jarrad Branthwaite","EVE","D","122","W (Thu)","EVE 3<br/>@CRY 2 F","4","4","1%","1123.27","30%","-0.6%","1","1","90","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*043qz*","Pierre-Emile Hojbjerg","TOT","M","320","W (Thu)","TOT 1<br/>@WOL 2 F","4","4","42%","141.08","24%","+8.1%","1","1","90","0","0.0","0","0","0","0","1","3","0","0","1","0","0","0"
"*068lx*","Dango Ouattara","BOU","F","280","W (Thu)","NEW 0<br/>@BOU 2 F","4","4","55%","132.64","20%","-1%","1","0","8","0","0.0","0","0","1","1","0","1","0","0","0","0","0","0"
"*05tre*","Vitaly Janelt","BRF","M","131","W (Thu)","BRF 0<br/>@LIV 3 F","4","4","2%","1120.21","15%","-0.3%","1","1","45","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
