"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","GS","Min","G","G/G","A","Pts","S","SOT","FC","FS","YC","RC","DPt","Off","PKG","CS"
"*03fgo*","Dominic Solanke","BOU","F","33","4b. DcbB","BOU 3<br/>@MUN 0 F","14.5","14.5","88%","107.92","98%","-0.2%","1","1","90","1","1.0","0","1","5","1","0","3","0","0","0","2","0","1"
"*03yu2*","Abdoulaye Doucoure","EVE","M","17","XXX","CHE 0<br/>@EVE 2 F","14.5","14.5","38%","145.5","93%","+0.7%","1","1","90","1","1.0","0","1","3","1","2","0","0","0","2","0","0","1"
"*038ze*","Alex Iwobi","FUL","M","73","Adam","WHU 0<br/>@FUL 5 F","14.5","14.5","94%","95.62","76%","+10.3%","1","1","78","0","0.0","1","1","5","1","0","1","0","0","0","0","0","1"
"*068yi*","Illia Zabarnyi","BOU","D","174","W (Thu)","BOU 3<br/>@MUN 0 F","14.25","14.25","0%","1209.18","8%","0%","1","1","90","0","0.0","0","0","1","0","2","0","0","0","2","0","0","1"
"*068a1*","Mykhailo Mudryk","CHE","M","115","Pancake","CHE 0<br/>@EVE 2 F","14","14","100%","57.68","83%","+2.2%","1","1","90","0","0.0","0","0","1","0","4","1","1","0","7","0","0","0"
"*06c6c*","Elijah Adebayo","LUT","F","168","W (Thu)","MCI 2<br/>@LUT 1 F","14","14","18%","227.26","7%","+1.4%","1","1","90","1","1.0","0","1","1","1","1","0","0","0","1","1","0","0"
"*0554g*","Calvin Bassey","FUL","D","287","W (Thu)","WHU 0<br/>@FUL 5 F","13.75","13.75","7%","343.14","4%","+0.3%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","1"
"*05gcr*","Bruno Fernandes","MUN","M","7","4b. DcbB","BOU 3<br/>@MUN 0 F","13.5","13.5","100%","3.53","100%","0%","1","1","90","0","0.0","0","0","1","0","3","1","1","0","6","0","0","0"
"*02lp7*","Andros Townsend","LUT","M","222","W (Thu)","MCI 2<br/>@LUT 1 F","13.5","13.5","0%","-","4%","-0.4%","1","1","71","0","0.0","1","1","1","1","0","0","0","0","0","0","0","0"
"*0328q*","Tom Cairney","FUL","M","166","Vroom","WHU 0<br/>@FUL 5 F","13","13","0%","1180.6","9%","+5.5%","1","1","90","0","0.0","1","1","0","0","0","1","0","0","0","0","0","1"
"*0427d*","James Tarkowski","EVE","D","22","Adam","CHE 0<br/>@EVE 2 F","12.5","12.5","94%","94.54","97%","+0.5%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","1"
"*05o4c*","Timothy Castagne","FUL","D","175","W (Thu)","WHU 0<br/>@FUL 5 F","12.5","12.5","0%","-","24%","+1.4%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","1"
"*058vb*","Cameron Archer","SHU","F","158","W (Thu)","BRF 0<br/>@SHU 1 F","12.5","12.5","1%","1151.97","11%","+0.4%","1","1","90","0","0.0","0","0","2","1","0","3","0","0","0","1","0","1"
"*04f6o*","Will Hughes","CRY","M","210","W (Thu)","LIV 2<br/>@CRY 1 F","12.5","12.5","0%","-","2%","-0.2%","1","1","88","0","0.0","0","0","0","0","2","1","0","0","2","0","0","0"
"*06fg0*","Gustavo Hamer","SHU","M","100","Maddihat","BRF 0<br/>@SHU 1 F","12","12","0%","1152.31","36%","-1.9%","1","1","90","0","0.0","1","1","1","0","1","0","0","0","1","0","0","1"
"*06do9*","Milos Kerkez","BOU","D","247","W (Thu)","BOU 3<br/>@MUN 0 F","12","12","39%","142.49","15%","-0.2%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","1"
"*02oq3*","Jay Rodriguez","BUR","F","197","W (Thu)","BUR 1<br/>@BHA 1 F","12","12","2%","383.19","10%","-0.9%","1","1","77","0","0.0","1","1","2","1","2","0","0","0","2","0","0","0"
"*02lp5*","Adam Smith","BOU","D","267","W (Thu)","BOU 3<br/>@MUN 0 F","12","12","0%","1188.65","1%","+0.2%","1","1","90","0","0.0","0","0","0","0","1","2","0","0","1","0","0","1"
"*05uog*","Lewis Dobbin","EVE","F","322","W (Thu)","CHE 0<br/>@EVE 2 F","12","12","0%","1200.2","0%","0%","1","0","3","1","1.0","0","1","1","1","0","1","0","0","0","0","0","0"
"*05l27*","Jarrad Branthwaite","EVE","D","81","avitek","CHE 0<br/>@EVE 2 F","11.75","11.75","1%","1123.87","41%","+7.1%","1","1","90","0","0.0","0","0","0","0","1","2","1","0","4","0","0","1"
"*0554i*","Joelinton","NEW","M","77","4b. DcbB","NEW 1<br/>@TOT 4 F","11.5","11.5","100%","65.59","95%","-0.3%","1","1","90","1","1.0","0","1","4","1","2","3","1","0","5","0","0","0"
"*03r8x*","Callum Wilson","NEW","F","91","dsb_ff","NEW 1<br/>@TOT 4 F","11.5","11.5","100%","49.17","91%","-0.5%","1","0","25","0","0.0","1","1","1","1","0","1","0","0","0","1","0","0"
"*061ya*","Brennan Johnson","TOT","F","141","deceptiv","NEW 1<br/>@TOT 4 F","11.5","11.5","92%","98.84","85%","+0.1%","1","1","85","0","0.0","0","0","2","0","1","0","0","0","1","0","0","0"
"*061v9*","Diego Carlos","AVL","D","296","W (Thu)","ARS 0<br/>@AVL 1 F","11.5","11.5","6%","346.61","6%","+1.4%","1","1","90","0","0.0","0","0","0","0","1","0","1","0","4","0","0","1"
"*05o8o*","Jayden Bogle","SHU","D","261","W (Thu)","BRF 0<br/>@SHU 1 F","11.5","11.5","0%","1136.69","4%","+0.2%","1","1","90","0","0.0","0","0","0","0","0","1","1","0","3","0","0","1"
"*02lkj*","Jack Robinson","SHU","D","325","W (Thu)","BRF 0<br/>@SHU 1 F","11.5","11.5","1%","1164.18","2%","+0.2%","1","1","90","0","0.0","0","0","0","0","1","1","1","0","4","0","0","1"
"*04abb*","Phil Foden","MCI","M","13","XXX","MCI 2<br/>@LUT 1 F","11","11","100%","16.45","100%","0%","1","1","88","0","0.0","0","0","2","2","0","4","0","0","0","0","0","0"
"*04sft*","Yves Bissouma","TOT","M","153","W (Thu)","NEW 1<br/>@TOT 4 F","11","11","16%","237.62","49%","-2%","1","1","85","0","0.0","0","0","1","1","0","1","0","0","0","0","0","0"
"*05opn*","Carlos Vinicius","FUL","F","286","W (Thu)","WHU 0<br/>@FUL 5 F","11","11","28%","152.75","7%","-0.1%","1","0","17","1","1.0","0","1","1","1","0","0","0","0","0","0","0","0"
"*04xjr*","Harvey Elliott","LIV","M","242","W (Thu)","LIV 2<br/>@CRY 1 F","11","11","14%","274.82","7%","-0.2%","1","0","15","1","1.0","0","1","2","1","0","1","0","0","0","0","0","0"
"*06fhy*","Wilson Odobert","BUR","F","257","W (Thu)","BUR 1<br/>@BHA 1 F","11","11","0%","-","2%","+1.1%","1","1","77","1","1.0","0","1","2","1","1","0","1","0","4","0","0","0"
"*05ylj*","Bruno Guimaraes","NEW","M","70","avitek","NEW 1<br/>@TOT 4 F","10.5","10.5","100%","39.32","97%","-0.6%","1","1","90","0","0.0","0","0","1","0","2","2","0","0","2","0","0","0"
"*049tq*","Dominic Calvert-Lewin","EVE","F","110","XXX","CHE 0<br/>@EVE 2 F","10.5","10.5","82%","115.08","81%","+1.2%","1","1","66","0","0.0","0","0","1","1","3","1","0","0","3","1","0","1"
"*05w7t*","Pape Sarr","TOT","M","92","4b. DcbB","NEW 1<br/>@TOT 4 F","10.5","10.5","2%","371.84","62%","+1.1%","1","1","72","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*052ca*","Ezri Konsa","AVL","D","159","W (Thu)","ARS 0<br/>@AVL 1 F","10.25","10.25","11%","298.9","32%","+4%","1","1","65","0","0.0","0","0","0","0","1","1","0","0","1","0","0","1"
"*051k8*","Conor Gallagher","CHE","M","39","Maddihat","CHE 0<br/>@EVE 2 F","10","10","59%","137.82","94%","+0.9%","1","1","90","0","0.0","0","0","1","0","0","1","0","0","0","0","0","0"
"*04p0d*","Dwight McNeil","EVE","M","55","deceptiv","CHE 0<br/>@EVE 2 F","10","10","96%","76.39","90%","+2.8%","1","1","90","0","0.0","0","0","1","1","1","2","0","0","1","1","0","1"
"*05gcx*","Josh Brownhill","BUR","M","78","W (Thu)","BUR 1<br/>@BHA 1 F","10","10","85%","111.15","66%","+1%","1","1","90","0","0.0","0","0","0","0","1","2","0","0","1","0","0","0"
"*062dt*","Joao Palhinha","FUL","M","107","W (Thu)","WHU 0<br/>@FUL 5 F","10","10","29%","144.84","61%","-0.5%","1","1","79","0","0.0","1","1","1","0","2","1","1","0","5","0","0","1"
"*05uns*","Leon Bailey","AVL","F","47","avitek","ARS 0<br/>@AVL 1 F","9.5","9.5","43%","143.89","84%","+10.6%","1","1","45","0","0.0","1","1","0","0","1","0","0","0","1","0","0","0"
"*02lv9*","James Milner","BHA","M","246","W (Thu)","BUR 1<br/>@BHA 1 F","9.5","9.5","4%","381.99","3%","+1.1%","1","1","58","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*06dml*","Anis Ben Slimane","SHU","M","383","W (Thu)","BRF 0<br/>@SHU 1 F","9.5","9.5","1%","1124.47","0%","0%","1","0","36","0","0.0","0","0","3","2","0","1","0","0","0","0","0","0"
"*062cn*","Julian Alvarez","MCI","F","8","dsb_ff","MCI 2<br/>@LUT 1 F","9","9","100%","58.1","100%","0%","1","1","90","0","0.0","1","1","3","0","0","1","0","0","0","0","0","0"
"*046c5*","Jarrod Bowen","WHU","M","10","dsb_ff","WHU 0<br/>@FUL 5 F","9","9","100%","32.5","100%","0%","1","1","90","0","0.0","0","0","4","3","1","2","0","0","1","0","0","0"
"*0649i*","Antony","MUN","F","209","avitek","BOU 3<br/>@MUN 0 F","9","9","99%","64.58","66%","+8.8%","1","1","78","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*062ce*","Auston Trusty","SHU","D","313","W (Thu)","BRF 0<br/>@SHU 1 F","9","9","1%","1123.07","1%","+0.1%","1","1","90","0","0.0","0","0","1","0","4","0","1","0","7","0","0","1"
"*04y92*","Bukayo Saka","ARS","M","3","Adam","ARS 0<br/>@AVL 1 F","8.5","8.5","100%","4.26","100%","0%","1","1","90","0","0.0","0","0","3","1","0","5","0","0","0","1","0","0"
"*05g2o*","Joao Pedro","BHA","F","61","Maddihat","BUR 1<br/>@BHA 1 F","8.5","8.5","99%","71.68","96%","+0.3%","1","1","90","0","0.0","0","0","4","2","0","1","0","0","0","0","0","0"
"*06crm*","Pau Torres","AVL","D","139","W (Thu)","ARS 0<br/>@AVL 1 F","8.5","8.5","93%","107.35","74%","+3.4%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","1"
"*04spq*","Jack Harrison","EVE","M","135","4b. DcbB","CHE 0<br/>@EVE 2 F","8.5","8.5","0%","1101.61","58%","0%","1","1","85","0","0.0","0","0","1","0","1","1","0","0","1","0","0","1"
"*05w9i*","Marc Cucurella","CHE","D","270","Pancake","CHE 0<br/>@EVE 2 F","8.5","8.5","33%","151.56","30%","+1.5%","1","1","83","0","0.0","0","0","1","1","1","2","0","0","1","0","0","0"
"*062h8*","Moussa Niakhate","NOT","D","397","W (Thu)","NOT 1<br/>@WOL 1 F","8.5","8.5","0%","1162.77","1%","+0.1%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tm0*","Lucas Digne","AVL","D","42","Kish123","ARS 0<br/>@AVL 1 F","8.25","8.25","45%","140.34","90%","+0.9%","1","1","77","0","0.0","0","0","2","1","4","1","1","0","7","0","0","1"
"*05tre*","Vitaly Janelt","BRF","M","93","Vroom","BRF 0<br/>@SHU 1 F","8","8","2%","1120.17","39%","+10%","1","1","90","0","0.0","0","0","0","0","2","0","0","0","2","0","0","0"
"*04o82*","Curtis Jones","LIV","M","367","W (Thu)","LIV 2<br/>@CRY 1 F","8","8","34%","150.29","12%","-0.5%","1","0","15","0","0.0","1","1","0","0","0","2","0","0","0","0","0","0"
"*05gcs*","Sander Berge","BUR","M","163","W (Thu)","BUR 1<br/>@BHA 1 F","8","8","19%","216.48","8%","-1.4%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*068yd*","Joao Gomes","WOL","M","208","W (Thu)","NOT 1<br/>@WOL 1 F","8","8","2%","1118.09","7%","+0.1%","1","1","90","0","0.0","0","0","0","0","3","0","0","0","3","0","0","0"
"*05tr1*","Ethan Pinnock","BRF","D","36","4b. DcbB","BRF 0<br/>@SHU 1 F","7.75","7.75","99%","71.37","99%","+0.5%","1","1","90","0","0.0","0","0","1","0","0","1","0","0","0","0","0","0"
"*02y6o*","Nathan Ake","MCI","D","165","4b. DcbB","MCI 2<br/>@LUT 1 F","7.75","7.75","84%","114.87","89%","+7.1%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03gu4*","Harry Maguire","MUN","D","119","avitek","BOU 3<br/>@MUN 0 F","7.75","7.75","27%","140.92","68%","+7.7%","1","1","90","0","0.0","0","0","2","1","0","0","0","0","0","0","0","0"
"*04agz*","Declan Rice","ARS","M","50","dsb_ff","ARS 0<br/>@AVL 1 F","7.5","7.5","99%","49.39","99%","0%","1","1","90","0","0.0","0","0","1","0","3","0","1","0","6","0","0","0"
"*04qr9*","Morgan Gibbs-White","NOT","M","29","deceptiv","NOT 1<br/>@WOL 1 F","7.5","7.5","100%","43.35","99%","-0.3%","1","1","90","0","0.0","0","0","1","0","0","2","0","0","0","0","0","0"
"*060wh*","Alejandro Garnacho","MUN","M","140","Kish123","BOU 3<br/>@MUN 0 F","7.5","7.5","85%","112.17","85%","+4.1%","1","1","78","0","0.0","0","0","4","0","0","1","0","0","0","0","0","0"
"*06clx*","Jordan Beyer","BUR","D","248","W (Thu)","BUR 1<br/>@BHA 1 F","7.25","7.25","19%","208.8","7%","+0.2%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0524k*","Rodri","MCI","M","52","Vroom","MCI 2<br/>@LUT 1 F","7","7","99%","54.38","100%","+0.2%","1","1","90","0","0.0","0","0","3","1","4","0","1","0","7","1","0","0"
"*04yo6*","Miguel Almiron","NEW","M","124","Pancake","NEW 1<br/>@TOT 4 F","7","7","100%","69.8","93%","-1.7%","1","1","63","0","0.0","0","0","1","1","1","2","0","0","1","1","0","0"
"*05o6h*","Kai Havertz","ARS","F","111","W (Thu)","ARS 0<br/>@AVL 1 F","7","7","100%","44.91","88%","+3.3%","1","1","90","0","0.0","0","0","1","0","4","3","0","0","4","0","0","0"
"*05l8q*","Cole Palmer","CHE","M","43","Kish123","CHE 0<br/>@EVE 2 F","7","7","16%","248.13","85%","0%","1","1","90","0","0.0","0","0","5","2","2","1","1","0","5","0","0","0"
"*061ve*","Ryan Christie","BOU","M","51","dsb_ff","BOU 3<br/>@MUN 0 F","7","7","8%","336.41","58%","+6.1%","1","1","90","0","0.0","0","0","0","0","0","1","0","0","0","0","0","1"
"*05trk*","Saman Ghoddos","BRF","F","276","W (Thu)","BRF 0<br/>@SHU 1 F","7","7","0%","-","5%","+3.5%","1","1","90","0","0.0","0","0","0","0","3","1","0","0","3","0","0","0"
"*03vlj*","Virgil van Dijk","LIV","D","23","Adam","LIV 2<br/>@CRY 1 F","6.5","6.5","100%","43.74","100%","0%","1","1","90","0","0.0","0","0","1","0","0","1","0","0","0","0","0","0"
"*02lp9*","Kyle Walker","MCI","D","126","W (Thu)","MCI 2<br/>@LUT 1 F","6.5","6.5","73%","119.32","94%","+0.9%","1","1","90","0","0.0","0","0","1","0","0","1","0","0","0","0","0","0"
"*05uor*","Yoane Wissa","BRF","F","54","Adam","BRF 0<br/>@SHU 1 F","6.5","6.5","76%","120.86","91%","+1.3%","1","1","90","0","0.0","0","0","2","2","1","1","0","0","1","0","0","0"
"*02oq8*","James Ward-Prowse","WHU","M","12","Pancake","WHU 0<br/>@FUL 5 F","6.5","6.5","2%","292.09","85%","0%","1","1","90","0","0.0","0","0","1","1","1","0","0","0","1","0","0","0"
"*04e1c*","Lewis Dunk","BHA","D","274","W (Thu)","BUR 1<br/>@BHA 1 F","6.25","6.25","72%","125.37","43%","+4.6%","1","1","84","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ohc*","Sergio Reguilon","MUN","D","297","Kish123","BOU 3<br/>@MUN 0 F","6.25","6.25","8%","313.72","26%","+15.2%","1","1","90","0","0.0","0","0","1","0","0","3","1","0","3","0","0","0"
"*045c8*","Gabriel Jesus","ARS","F","116","Adam","ARS 0<br/>@AVL 1 F","6","6","100%","20.8","100%","+0.2%","1","1","81","0","0.0","0","0","1","1","2","0","0","0","2","0","0","0"
"*06fv8*","Mohammed Kudus","WHU","M","79","XXX","WHU 0<br/>@FUL 5 F","6","6","0%","-","79%","+0.1%","1","1","63","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*04spw*","James Garner","EVE","M","75","Pancake","CHE 0<br/>@EVE 2 F","6","6","5%","381.9","59%","-1.7%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","1"
"*03dyl*","Jeffrey Schlupp","CRY","M","131","W (Thu)","LIV 2<br/>@CRY 1 F","6","6","6%","358.17","24%","-2.4%","1","1","83","0","0.0","0","0","2","1","0","1","0","0","0","0","0","0"
"*06fwz*","Murillo","NOT","M","213","W (Thu)","NOT 1<br/>@WOL 1 F","6","6","0%","-","15%","-3.4%","1","1","77","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oh0*","Jan-Paul van Hecke","BHA","D","259","W (Thu)","BUR 1<br/>@BHA 1 F","6","6","1%","1144.9","11%","+1.5%","1","1","90","0","0.0","0","0","1","0","1","4","0","0","1","0","0","0"
"*05trd*","Shandon Baptiste","BRF","M","298","W (Thu)","BRF 0<br/>@SHU 1 F","6","6","0%","1106.63","2%","+0.9%","1","1","64","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r9b*","Martin Odegaard","ARS","M","31","avitek","ARS 0<br/>@AVL 1 F","5.5","5.5","100%","8.52","100%","0%","1","1","90","0","0.0","0","0","3","1","0","2","0","0","0","0","0","0"
"*05vyj*","Evan Ferguson","BHA","F","102","XXX","BUR 1<br/>@BHA 1 F","5.5","5.5","97%","79.62","97%","+0.8%","1","1","90","0","0.0","0","0","2","1","2","1","0","0","2","0","0","0"
"*063hu*","Amadou Onana","EVE","M","187","Pancake","CHE 0<br/>@EVE 2 F","5.5","5.5","13%","281.06","21%","-1.4%","1","0","45","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*05uoc*","Cristian Romero","TOT","D","71","Adam","NEW 1<br/>@TOT 4 F","5.25","5.25","51%","138.12","90%","+0.5%","1","1","90","0","0.0","0","0","1","1","3","1","1","0","6","0","0","0"
"*052h5*","Gabriel Martinelli","ARS","M","53","4b. DcbB","ARS 0<br/>@AVL 1 F","5","5","100%","12.84","100%","0%","1","1","69","0","0.0","0","0","1","1","0","0","0","0","0","2","0","0"
"*05yld*","Luis Diaz","LIV","F","96","Adam","LIV 2<br/>@CRY 1 F","5","5","100%","25.28","100%","0%","1","1","90","0","0.0","0","0","2","0","2","5","1","0","5","2","0","0"
"*05u94*","Michael Olise","CRY","M","214","avitek","LIV 2<br/>@CRY 1 F","5","5","100%","56.26","97%","0%","1","0","21","0","0.0","0","0","0","0","0","2","0","0","0","0","0","0"
"*05omu*","Ruben Dias","MCI","D","231","W (Thu)","MCI 2<br/>@LUT 1 F","5","5","98%","68.97","88%","+4.6%","1","1","90","0","0.0","0","0","1","1","2","0","0","0","2","0","0","0"
"*068y0*","Antoine Semenyo","BOU","F","104","avitek","BOU 3<br/>@MUN 0 F","5","5","0%","1069.49","45%","-0.3%","1","1","57","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*02m4d*","Craig Dawson","WOL","D","176","W (Thu)","NOT 1<br/>@WOL 1 F","5","5","3%","384.06","23%","+6.6%","1","1","90","0","0.0","0","0","1","0","0","0","0","0","0","1","0","0"
"*06dn2*","Zeki Amdouni","BUR","F","103","W (Thu)","BUR 1<br/>@BHA 1 F","5","5","8%","324.93","22%","-1.2%","1","1","81","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*06804*","Benoit Badiashile","CHE","D","357","W (Thu)","CHE 0<br/>@EVE 2 F","5","5","11%","306.65","20%","+3.9%","1","1","90","0","0.0","0","0","1","0","0","1","0","0","0","0","0","0"
"*066r9*","Ehor Yarmolyuk","BRF","M","292","W (Thu)","BRF 0<br/>@SHU 1 F","5","5","0%","-","2%","-3%","1","0","45","0","0.0","0","0","1","1","0","1","0","0","0","0","0","0"
"*067ys*","Jack Hinshelwood","BHA","M","291","W (Thu)","BUR 1<br/>@BHA 1 F","5","5","0%","-","1%","+0.8%","1","0","30","0","0.0","0","0","4","2","0","0","0","0","0","0","0","0"
"*062ci*","Kaoru Mitoma","BHA","M","24","Kish123","BUR 1<br/>@BHA 1 F","4.5","4.5","100%","19.36","100%","0%","1","0","45","0","0.0","0","0","5","1","1","0","0","0","1","0","0","0"
"*06dq8*","Moussa Diaby","AVL","F","25","Vroom","ARS 0<br/>@AVL 1 F","4.5","4.5","98%","49.14","97%","-0.5%","1","0","45","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
