"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros %","+/-","GP","GS","Min","G","G/G","A","Pts","S","SOT","FC","FS","YC","RC","DPt","Off","PKG","CS"
"*06eo0*","Lesley Ugochukwu","CHE","F","305","FA","CHE 0<br/>@BOU 0 F","5","5","0%","1129.59","1%","-0.7%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","1"
"*0435s*","Joel Matip","LIV","D","197","Pancake","LIV 3<br/>@WOL 1 F","4.75","4.75","3%","375.83","22%","-2.6%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c5x*","Tom Lockyer","LUT","D","181","FA","LUT 0<br/>@FUL 1 F","4.75","4.75","38%","147.39","19%","+4.6%","1","1","90","0","0.0","0","0","1","0","1","1","0","0","1","0","0","0"
"*05ybq*","Vitalii Mykolenko","EVE","D","221","FA","ARS 1<br/>@EVE 0 F","4.75","4.75","4%","386.04","12%","+7.9%","1","1","90","0","0.0","0","0","1","0","4","0","0","0","4","0","0","0"
"*068ym*","Enzo Fernandez","CHE","M","105","avitek","CHE 0<br/>@BOU 0 F","4.5","4.5","99%","73.25","96%","-2.1%","1","1","80","0","0.0","0","0","1","1","2","3","0","0","2","0","0","1"
"*03fgo*","Dominic Solanke","BOU","F","37","4b. DcbB","CHE 0<br/>@BOU 0 F","4.5","4.5","88%","107.92","94%","+0.9%","1","1","90","0","0.0","0","0","4","1","3","2","0","0","3","0","0","1"
"*03rxs*","Harry Wilson","FUL","M","207","FA","LUT 0<br/>@FUL 1 F","4.5","4.5","90%","100.7","48%","-6.4%","1","1","80","0","0.0","0","0","2","1","1","3","0","0","1","0","0","1"
"*062pl*","Lisandro Martinez","MUN","D","369","FA","BHA 3<br/>@MUN 1 F","4.5","4.5","96%","92.82","48%","-12.5%","1","1","84","0","0.0","1","1","0","0","0","0","0","0","0","0","0","0"
"*062dt*","Joao Palhinha","FUL","M","206","FA","LUT 0<br/>@FUL 1 F","4.5","4.5","29%","144.86","47%","-3.3%","1","1","90","0","0.0","0","0","3","0","2","1","0","0","2","0","0","1"
"*052ca*","Ezri Konsa","AVL","D","200","FA","CRY 1<br/>@AVL 3 F","4.5","4.5","11%","299.11","19%","+3%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fxv*","Jean-Ricner Bellegarde","WOL","M","426","FA","LIV 3<br/>@WOL 1 F","4.5","4.5","0%","-","6%","-17.3%","1","1","76","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*06cmv*","Mads Andersen","LUT","D","180","FA","LUT 0<br/>@FUL 1 F","4.5","4.5","1%","1128.77","4%","+2.1%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05os4*","Rayan Ait-Nouri","WOL","D","254","FA","LIV 3<br/>@WOL 1 F","4.5","4.5","3%","382.2","3%","-6.3%","1","1","64","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*02opy*","Adam Lallana","BHA","M","323","FA","BHA 3<br/>@MUN 1 F","4.5","4.5","1%","1161.19","1%","-0.3%","1","1","63","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*05u7f*","Ibrahima Konate","LIV","D","265","FA","LIV 3<br/>@WOL 1 F","4.25","4.25","94%","105.15","68%","-4.4%","1","0","6","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r93*","Joseph Gomez","LIV","D","147","Pancake","LIV 3<br/>@WOL 1 F","4.25","4.25","1%","1125.87","34%","-2.6%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*049tq*","Dominic Calvert-Lewin","EVE","F","162","XXX","ARS 1<br/>@EVE 0 F","4","4","82%","115.08","72%","+21.8%","1","0","23","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*06fx1*","Ansu Fati","BHA","F","250","4b. DcbB","BHA 3<br/>@MUN 1 F","4","4","0%","-","70%","-4.2%","1","0","25","0","0.0","0","0","2","2","0","1","0","0","0","0","0","0"
"*05gcx*","Josh Brownhill","BUR","M","133","Adam","BUR 1<br/>@NOT 1 F","4","4","85%","111.12","57%","+20.8%","1","1","90","0","0.0","0","0","1","0","0","2","0","0","0","0","0","0"
"*04abn*","Harvey Barnes","NEW","M","201","FA","BRF 0<br/>@NEW 1 F","4","4","98%","58.68","53%","-35.4%","1","1","82","0","0.0","0","0","2","0","0","3","0","0","0","0","0","1"
"*055sf*","Arnaut Danjuma Groeneveld","EVE","F","154","FA","ARS 1<br/>@EVE 0 F","4","4","54%","135.85","36%","-6.3%","1","1","90","0","0.0","0","0","2","0","0","0","0","0","0","0","0","0"
"*06clt*","Justin Kluivert","BOU","M","235","FA","CHE 0<br/>@BOU 0 F","4","4","72%","128.6","25%","-2.9%","1","0","26","0","0.0","0","0","1","0","0","4","0","0","0","0","0","0"
"*03hff*","Josh Cullen","BUR","M","140","FA","BUR 1<br/>@NOT 1 F","4","4","4%","366.67","14%","+10.4%","1","1","90","0","0.0","0","0","0","0","2","3","1","0","5","0","0","0"
"*02lnn*","Oliver Norwood","SHU","M","174","FA","SHU 1<br/>@TOT 2 F","4","4","13%","279.91","14%","-3.3%","1","0","19","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*05gcs*","Sander Berge","BUR","M","152","FA","BUR 1<br/>@NOT 1 F","4","4","19%","216.77","6%","+1.1%","1","0","25","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*05yct*","Nathan Patterson","EVE","D","226","FA","ARS 1<br/>@EVE 0 F","4","4","3%","379.72","5%","+0.4%","1","0","2","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03frx*","Ola Aina","NOT","D","297","FA","BUR 1<br/>@NOT 1 F","4","4","1%","1114.71","2%","-0.4%","1","1","90","0","0.0","0","0","1","0","2","1","0","0","2","0","0","0"
"*062p3*","Keane Lewis-Potter","BRF","F","304","FA","BRF 0<br/>@NEW 1 F","4","4","2%","1102.06","2%","+0.5%","1","0","7","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*0642l*","Casemiro","MUN","M","76","dsb_ff","BHA 3<br/>@MUN 1 F","3.5","3.5","99%","67.85","98%","+1.3%","1","1","63","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*04qr8*","Diogo Jota","LIV","F","96","Adam","LIV 3<br/>@WOL 1 F","3.5","3.5","100%","52.51","98%","-0.1%","1","1","55","0","0.0","0","0","1","0","0","1","0","0","0","0","0","0"
"*06exb*","Rasmus Hojlund","MUN","F","272","Maddihat","BHA 3<br/>@MUN 1 F","3.5","3.5","74%","60.79","87%","-0.4%","1","1","63","0","0.0","0","0","1","0","0","1","0","0","0","1","0","0"
"*04qfz*","Diogo Dalot","MUN","D","204","4b. DcbB","BHA 3<br/>@MUN 1 F","3.5","3.5","99%","79.87","84%","+4.9%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*06ftl*","Nicolo Zaniolo","AVL","M","242","FA","CRY 1<br/>@AVL 3 F","3.5","3.5","0%","-","38%","+1.8%","1","1","56","0","0.0","0","0","1","0","0","2","1","0","3","0","0","0"
"*03dyl*","Jeffrey Schlupp","CRY","M","123","FA","CRY 1<br/>@AVL 3 F","3.5","3.5","6%","358.16","31%","-6.6%","1","1","90","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*05u1m*","Nathan Collins","BRF","D","119","FA","BRF 0<br/>@NEW 1 F","3.25","3.25","5%","349.34","36%","-3.8%","1","1","90","0","0.0","0","0","0","0","1","0","1","0","4","0","0","0"
"*062ci*","Kaoru Mitoma","BHA","M","15","Kish123","BHA 3<br/>@MUN 1 F","3","3","100%","19.37","100%","0%","1","1","90","0","0.0","0","0","1","1","0","1","0","0","0","0","0","0"
"*03vll*","Michail Antonio","WHU","F","94","W (Fri)","MCI 3<br/>@WHU 1 F","3","3","41%","144.08","79%","+2.8%","1","1","66","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*061ya*","Brennan Johnson","TOT","F","264","deceptiv","SHU 1<br/>@TOT 2 F","3","3","92%","98.86","72%","-8.9%","1","0","9","0","0.0","0","0","0","0","2","1","0","0","2","1","0","0"
"*06fv8*","Mohammed Kudus","WHU","M","287","XXX","MCI 3<br/>@WHU 1 F","3","3","0%","-","67%","-4.1%","1","0","22","0","0.0","0","0","0","0","1","2","0","0","1","0","0","0"
"*04e1c*","Lewis Dunk","BHA","D","313","FA","BHA 3<br/>@MUN 1 F","3","3","72%","125.37","49%","-2.1%","1","1","90","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*06c6c*","Elijah Adebayo","LUT","F","194","FA","LUT 0<br/>@FUL 1 F","3","3","18%","227.55","7%","-0.6%","1","0","15","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ue7*","Frank Onyeka","BRF","M","233","FA","BRF 0<br/>@NEW 1 F","3","3","0%","-","0%","0%","1","0","17","0","0.0","0","0","0","0","0","2","0","0","0","0","0","0"
"*063y7*","Iyenoma Destiny Udogie","TOT","D","78","Vroom","SHU 1<br/>@TOT 2 F","2.75","2.75","86%","111.37","98%","-0.3%","1","1","90","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06c5y*","Amari'i Bell","LUT","D","302","FA","LUT 0<br/>@FUL 1 F","2.75","2.75","15%","251.73","13%","+8.1%","1","1","90","0","0.0","0","0","1","1","2","1","0","0","2","0","0","0"
"*04fyc*","Charlie Taylor","BUR","D","295","W (Thu)","BUR 1<br/>@NOT 1 F","2.75","2.75","1%","1117.25","4%","+3.1%","1","1","90","0","0.0","0","0","1","0","3","0","0","0","3","0","0","0"
"*046c5*","Jarrod Bowen","WHU","M","11","dsb_ff","MCI 3<br/>@WHU 1 F","2.5","2.5","100%","32.52","100%","0%","1","1","90","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*03v9d*","Son Heung-Min","TOT","F","10","deceptiv","SHU 1<br/>@TOT 2 F","2.5","2.5","100%","11.7","100%","0%","1","1","79","0","0.0","0","0","3","1","1","1","0","0","1","1","0","0"
"*05trb*","Bryan Mbeumo","BRF","F","22","XXX","BRF 0<br/>@NEW 1 F","2.5","2.5","100%","40.27","100%","-0.1%","1","1","90","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*061x2*","Darwin Nunez","LIV","F","75","Pancake","LIV 3<br/>@WOL 1 F","2.5","2.5","100%","22.89","100%","+0.1%","1","0","33","0","0.0","0","0","2","1","1","1","0","0","1","0","0","0"
"*037wp*","Christian Eriksen","MUN","M","127","FA","BHA 3<br/>@MUN 1 F","2.5","2.5","76%","122.26","67%","-11.6%","1","1","90","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*05tqz*","Rico Henry","BRF","D","145","FA","BRF 0<br/>@NEW 1 F","2.5","2.5","68%","131.45","30%","-11.7%","1","1","41","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*04rd0*","Bobby De Cordova-Reid","FUL","F","176","FA","LUT 0<br/>@FUL 1 F","2.5","2.5","8%","329.32","17%","-2.7%","1","0","8","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06clv*","Mahmoud Dahoud","BHA","M","238","FA","BHA 3<br/>@MUN 1 F","2.5","2.5","41%","144.93","16%","-1.7%","1","1","76","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*04civ*","Scott McTominay","MUN","M","268","FA","BHA 3<br/>@MUN 1 F","2.5","2.5","4%","373.14","2%","-2.2%","1","1","84","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ezb*","Micky van de Ven","TOT","D","168","FA","SHU 1<br/>@TOT 2 F","2.25","2.25","17%","222.16","61%","-5%","1","1","88","0","0.0","0","0","0","0","2","0","1","0","5","0","0","0"
"*03dx7*","Ben Mee","BRF","D","344","FA","BRF 0<br/>@NEW 1 F","2.25","2.25","99%","81.58","58%","-16.1%","1","1","71","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*03arh*","Kurt Zouma","WHU","D","95","W (Thu)","MCI 3<br/>@WHU 1 F","2","2","12%","301.11","65%","+8.2%","1","1","90","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*06fvn*","Beto","EVE","F","209","FA","ARS 1<br/>@EVE 0 F","2","2","0%","-","41%","-4.6%","1","1","65","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*06fxe*","Ryan Gravenberch","LIV","M","366","W (Fri)","LIV 3<br/>@WOL 1 F","2","2","0%","-","37%","-5.8%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0477b*","Oliver McBurnie","SHU","F","198","FA","SHU 1<br/>@TOT 2 F","2","2","19%","213.42","21%","+1.2%","1","1","88","0","0.0","0","0","2","1","3","3","0","1","9","1","0","0"
"*05ou8*","Facundo Pellistri","MUN","M","332","W (Fri)","BHA 3<br/>@MUN 1 F","2","2","0%","1140.18","17%","+10%","1","0","4","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03vlm*","Anthony Martial","MUN","F","258","FA","BHA 3<br/>@MUN 1 F","2","2","17%","244.33","13%","-0.9%","1","0","25","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c6i*","Anel Ahmedhodzic","SHU","D","325","FA","SHU 1<br/>@TOT 2 F","2","2","21%","194.06","12%","-1.5%","1","1","90","0","0.0","0","0","0","0","2","0","0","0","2","0","0","0"
"*04rh9*","David Brooks","BOU","M","191","FA","CHE 0<br/>@BOU 0 F","2","2","10%","296.75","6%","-1.2%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*044ej*","Johann Gudmundsson","BUR","M","234","FA","BUR 1<br/>@NOT 1 F","2","2","9%","321.43","6%","-3.6%","1","1","62","0","0.0","0","0","0","0","0","2","0","0","0","0","0","0"
"*05o8k*","Fabio Silva","WOL","F","237","FA","LIV 3<br/>@WOL 1 F","2","2","1%","1136.9","4%","-1.5%","1","0","28","0","0.0","0","0","0","0","0","0","0","0","0","1","0","0"
"*06fy5*","Mike Tresor","BUR","F","338","FA","BUR 1<br/>@NOT 1 F","2","2","0%","-","2%","-0.1%","1","0","13","0","0.0","0","0","1","0","0","0","0","0","0","1","0","0"
"*0637b*","Orel Mangala","NOT","M","261","FA","BUR 1<br/>@NOT 1 F","2","2","0%","-","1%","0%","1","1","70","0","0.0","0","0","2","0","2","1","1","0","5","0","0","0"
"*062og*","Aaron Hickey","BRF","D","386","FA","BRF 0<br/>@NEW 1 F","1.75","1.75","7%","339.16","10%","-5.1%","1","1","81","0","0.0","0","0","1","1","3","2","1","0","6","0","0","0"
"*05oh0*","Jan-Paul van Hecke","BHA","D","245","FA","BHA 3<br/>@MUN 1 F","1.75","1.75","1%","1144.95","8%","-3.8%","1","1","90","0","0.0","0","0","0","0","0","0","1","0","3","0","0","0"
"*061xw*","Joe Worrall","NOT","D","232","FA","BUR 1<br/>@NOT 1 F","1.75","1.75","0%","1220.2","4%","-0.7%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0647t*","Lucas Paqueta","WHU","M","41","deceptiv","MCI 3<br/>@WHU 1 F","1.5","1.5","100%","51.97","100%","0%","1","1","90","0","0.0","0","0","0","0","1","3","1","0","4","0","0","0"
"*03sgc*","Jordan Ayew","CRY","F","67","dsb_ff","CRY 1<br/>@AVL 3 F","1.5","1.5","58%","131.25","70%","-3.3%","1","1","24","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*05tr8*","Christian Norgaard","BRF","M","58","deceptiv","BRF 0<br/>@NEW 1 F","1.5","1.5","19%","219.63","55%","+1%","1","1","71","0","0.0","0","0","2","0","1","0","1","0","4","0","0","0"
"*052cc*","Billy Gilmour","BHA","M","74","avitek","BHA 3<br/>@MUN 1 F","1.5","1.5","3%","397.95","49%","+18.2%","1","0","12","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063hu*","Amadou Onana","EVE","M","108","Adam","ARS 1<br/>@EVE 0 F","1.5","1.5","13%","281.18","28%","+4.5%","1","1","90","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*04o82*","Curtis Jones","LIV","M","388","FA","LIV 3<br/>@WOL 1 F","1.5","1.5","34%","150.28","21%","-0.3%","1","1","90","0","0.0","0","0","0","0","0","2","1","0","3","0","0","0"
"*061va*","Boubacar Kamara","AVL","M","113","FA","CRY 1<br/>@AVL 3 F","1.5","1.5","3%","390.32","16%","+4.7%","1","1","57","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*063e7*","Marcos Senesi","BOU","D","289","FA","CHE 0<br/>@BOU 0 F","1.5","1.5","3%","398.51","2%","-0.2%","1","0","16","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ue3*","Albert Sambi Lokonga","LUT","M","355","FA","LUT 0<br/>@FUL 1 F","1.5","1.5","0%","1097.8","1%","-0.6%","1","1","73","0","0.0","0","0","0","0","2","1","0","0","2","0","0","0"
"*05w9r*","Takehiro Tomiyasu","ARS","D","321","FA","ARS 1<br/>@EVE 0 F","1.25","1.25","3%","377","5%","-0.5%","1","0","9","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*05u99*","Nuno Tavares","NOT","D","728","FA","BUR 1<br/>@NOT 1 F","1.25","1.25","0%","1104.06","3%","-2%","1","0","36","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05vyj*","Evan Ferguson","BHA","F","53","deceptiv","BHA 3<br/>@MUN 1 F","1","1","97%","79.6","99%","-0.2%","1","0","4","0","0.0","0","0","1","1","0","2","0","0","0","0","0","0"
"*05oyq*","Said Benrahma","WHU","M","139","Pancake","MCI 3<br/>@WHU 1 F","1","1","96%","93.95","70%","-5.9%","1","0","21","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051k0*","John McGinn","AVL","M","93","Kish123","CRY 1<br/>@AVL 3 F","1","1","64%","130.58","64%","-3.4%","1","1","70","0","0.0","0","0","0","0","2","2","1","0","5","0","0","0"
"*038ze*","Alex Iwobi","FUL","M","214","Vroom","LUT 0<br/>@FUL 1 F","1","1","94%","95.62","62%","-5.6%","1","0","27","0","0.0","0","0","2","0","0","0","0","0","0","0","0","0"
"*04adp*","Aaron Wan-Bissaka","MUN","D","146","FA","BHA 3<br/>@MUN 1 F","1","1","80%","123.71","59%","-5.8%","1","0","4","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04fk8*","Victor Lindelof","MUN","D","270","FA","BHA 3<br/>@MUN 1 F","1","1","1%","1111.92","11%","+4.3%","1","1","90","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*037mt*","Harrison Reed","FUL","M","149","FA","LUT 0<br/>@FUL 1 F","1","1","4%","398.27","8%","+0.1%","1","1","61","0","0.0","0","0","0","0","0","0","0","0","0","0","0","1"
"*06cm4*","Chiedozie Ogbene","LUT","F","224","FA","LUT 0<br/>@FUL 1 F","1","1","1%","1108.53","6%","+5.8%","1","0","15","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063w0*","Sergio Gomez","MCI","D","277","FA","MCI 3<br/>@WHU 1 F","1","1","2%","1090.64","1%","-0.2%","1","0","1","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*037mv*","Pelly Ruddock","LUT","M","300","FA","LUT 0<br/>@FUL 1 F","1","1","0%","1144.3","1%","+0.2%","1","0","15","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068ys*","Naouirou Ahamada","CRY","M","341","FA","CRY 1<br/>@AVL 3 F","1","1","1%","1102.96","1%","0%","1","0","1","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*02rlq*","Chris Basham","SHU","D","271","FA","SHU 1<br/>@TOT 2 F","1","1","0%","1144.8","0%","-0.1%","1","1","90","0","0.0","0","0","1","0","1","1","1","0","4","0","0","0"
"*06clx*","Jordan Beyer","BUR","D","256","FA","BUR 1<br/>@NOT 1 F","0.75","0.75","19%","208.96","11%","+1.7%","1","1","86","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*04yo6*","Miguel Almiron","NEW","M","100","Pancake","BRF 0<br/>@NEW 1 F","0.5","0.5","100%","69.79","95%","+3.8%","1","0","6","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm1*","Nicolas Jackson","CHE","F","129","Adam","CHE 0<br/>@BOU 0 F","0.5","0.5","99%","48.98","94%","-4.4%","1","1","90","0","0.0","0","0","3","1","2","1","1","0","5","0","0","1"
"*05o6h*","Kai Havertz","ARS","F","173","deceptiv","ARS 1<br/>@EVE 0 F","0.5","0.5","100%","44.9","82%","-1.8%","1","0","9","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04spw*","James Garner","EVE","M","80","Vroom","ARS 1<br/>@EVE 0 F","0.5","0.5","5%","381.91","37%","+27.5%","1","0","9","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*04yo7*","Youri Tielemans","AVL","M","371","FA","CRY 1<br/>@AVL 3 F","0.5","0.5","98%","86.05","34%","-3.4%","1","0","31","0","0.0","0","0","1","0","0","1","0","0","0","0","0","0"
"*058vb*","Cameron Archer","SHU","F","227","FA","SHU 1<br/>@TOT 2 F","0.5","0.5","1%","1146.77","12%","-4.9%","1","1","90","0","0.0","0","0","0","0","1","1","1","0","4","1","0","0"
"*06c4j*","Ameen Al Dakhil","BUR","D","726","FA","BUR 1<br/>@NOT 1 F","0.5","0.5","0%","1122.4","3%","+2.4%","1","1","90","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*056mf*","Neal Maupay","BRF","F","288","FA","BRF 0<br/>@NEW 1 F","0.5","0.5","1%","1151.54","3%","-0.2%","1","0","17","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*0328q*","Tom Cairney","FUL","M","322","FA","LUT 0<br/>@FUL 1 F","0.5","0.5","0%","1180.6","0%","0%","1","0","8","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06few*","Youssef Ramalho Chermiti","EVE","F","719","FA","ARS 1<br/>@EVE 0 F","0.5","0.5","0%","1187.6","0%","-0.1%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o4b*","Matty Cash","AVL","D","71","deceptiv","CRY 1<br/>@AVL 3 F","0.25","0.25","93%","106.8","96%","+1%","1","1","90","0","0.0","0","0","2","0","1","0","1","0","4","0","0","0"
"*06crm*","Pau Torres","AVL","D","216","FA","CRY 1<br/>@AVL 3 F","0.25","0.25","93%","107.37","58%","+0.1%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ohc*","Sergio Reguilon","MUN","D","334","FA","BHA 3<br/>@MUN 1 F","0.25","0.25","8%","313.82","34%","-20.3%","1","1","84","0","0.0","0","0","0","0","0","3","0","0","0","1","0","0"
"*03srg*","Trent Alexander-Arnold","LIV","D","116","XXX","LIV 3<br/>@WOL 1 F","0","0","100%","7.78","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04e1k*","Solly March","BHA","M","30","Maddihat","BHA 3<br/>@MUN 1 F","0","0","100%","34.19","100%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063zg*","Pervis Estupinan","BHA","D","54","Maddihat","BHA 3<br/>@MUN 1 F","0","0","100%","43","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*045c8*","Gabriel Jesus","ARS","F","134","Adam","ARS 1<br/>@EVE 0 F","0","0","100%","20.8","100%","0%","1","0","23","0","0.0","0","0","0","0","2","1","0","0","2","0","0","0"
"*0646f*","Alexander Isak","NEW","F","39","avitek","BRF 0<br/>@NEW 1 F","0","0","100%","19.92","100%","+0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03vlj*","Virgil van Dijk","LIV","D","89","Adam","LIV 3<br/>@WOL 1 F","0","0","100%","43.73","100%","+0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lm7*","Jack Grealish","MCI","M","210","Pancake","MCI 3<br/>@WHU 1 F","0","0","100%","15.01","99%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051k7*","Reece James","CHE","D","310","Maddihat","CHE 0<br/>@BOU 0 F","0","0","100%","25.75","98%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oox*","Kevin De Bruyne","MCI","M","342","Kish123","MCI 3<br/>@WHU 1 F","0","0","100%","5.15","96%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052cd*","Mason Mount","MUN","M","259","dsb_ff","BHA 3<br/>@MUN 1 F","0","0","100%","30.62","96%","+4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0522h*","Alexis Mac Allister","LIV","M","196","avitek","LIV 3<br/>@WOL 1 F","0","0","100%","40.24","95%","+1.9%","1","1","45","0","0.0","0","0","0","0","1","1","1","0","4","0","0","0"
"*02y6o*","Nathan Ake","MCI","D","138","Pancake","MCI 3<br/>@WHU 1 F","0","0","84%","114.82","94%","+3.3%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u94*","Michael Olise","CRY","M","620","avitek","CRY 1<br/>@AVL 3 F","0","0","100%","56.3","90%","-1.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cms*","Sandro Tonali","NEW","M","148","avitek","BRF 0<br/>@NEW 1 F","0","0","98%","79.61","88%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm0*","Christopher Nkunku","CHE","F","612","FA","CHE 0<br/>@BOU 0 F","0","0","98%","43.87","85%","+0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03v6t*","Ben Chilwell","CHE","D","118","FA","CHE 0<br/>@BOU 0 F","0","0","100%","41.52","84%","-14.4%","1","0","9","0","0.0","0","0","0","0","1","1","1","0","4","0","0","0"
"*0554i*","Joelinton","NEW","M","189","4b. DcbB","BRF 0<br/>@NEW 1 F","0","0","100%","65.6","82%","+1.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02yl5*","John Stones","MCI","D","676","4b. DcbB","MCI 3<br/>@WHU 1 F","0","0","100%","57.7","82%","-1.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oq6*","Luke Shaw","MUN","D","212","FA","BHA 3<br/>@MUN 1 F","0","0","100%","39.21","82%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063zi*","Matheus Nunes","MCI","M","175","FA","MCI 3<br/>@WHU 1 F","0","0","30%","151.65","78%","+5.8%","1","0","22","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*05up6*","Raphael Varane","MUN","D","172","avitek","BHA 3<br/>@MUN 1 F","0","0","81%","118.76","75%","+7.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04u41*","Mateo Kovacic","MCI","M","211","FA","MCI 3<br/>@WHU 1 F","0","0","89%","109.18","74%","+2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qr0*","Willy Boly","NOT","D","43","Pancake","BUR 1<br/>@NOT 1 F","0","0","0%","1157.87","73%","+13.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0649i*","Antony","MUN","F","171","avitek","BHA 3<br/>@MUN 1 F","0","0","99%","64.57","70%","+11.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
