"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros %","+/-","GP","GS","Min","G","G/G","A","Pts","S","SOT","FC","FS","YC","RC","DPt","Off","PKG","CS"
"*062ts*","Djed Spence","TOT","D","673","FA","SHU 1<br/>@TOT 2 F","0","0","0%","1168.12","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*048xg*","Josh Dasilva","BRF","M","473","FA","BRF 0<br/>@NEW 1 F","0","0","1%","1138.99","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tz8*","Emmanuel Dennis","NOT","F","477","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1148.68","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yg5*","Toti","WOL","D","347","FA","LIV 3<br/>@WOL 1 F","0","0","0%","1227.23","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063dz*","Luke Harris","FUL","M","360","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1078.2","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063zh*","Thilo Kehrer","WHU","D","716","FA","MCI 3<br/>@WHU 1 F","0","0","0%","1149.2","0%","0%","1","0","2","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04jyc*","Davinson Sanchez","TOT","D","394","FA","SHU 1<br/>@TOT 2 F","0","0","0%","1135.4","0%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rdx*","Shola Shoretire","MUN","F","670","FA","BHA 3<br/>@MUN 1 F","0","0","1%","1036.8","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ylt*","Chris Mepham","BOU","D","382","FA","CHE 0<br/>@BOU 0 F","0","0","0%","1104.7","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vj*","Kieffer Moore","BOU","F","389","FA","CHE 0<br/>@BOU 0 F","0","0","0%","1158.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t6x*","William Osula","SHU","F","721","FA","SHU 1<br/>@TOT 2 F","0","0","0%","1296.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064a1*","Boubacar Traore","WOL","M","373","FA","LIV 3<br/>@WOL 1 F","0","0","0%","1152.61","0%","0%","1","0","11","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*068yc*","Yasin Ayari","BHA","M","413","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1144.7","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y9e*","Charlie Patino","ARS","M","633","FA","ARS 1<br/>@EVE 0 F","0","0","0%","1095.15","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*055sk*","Nicolas Pepe","ARS","F","636","FA","ARS 1<br/>@EVE 0 F","0","0","0%","1140.4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rjn*","Jesurun Rak-Sakyi","CRY","M","361","FA","CRY 1<br/>@AVL 3 F","0","0","0%","1105.6","0%","0%","1","0","1","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06c4l*","Scott Twine","BUR","M","687","FA","BUR 1<br/>@NOT 1 F","0","0","1%","1116.93","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04u6i*","Leander Dendoncker","AVL","M","385","FA","CRY 1<br/>@AVL 3 F","0","0","0%","1154.47","0%","0%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uh9*","Bryan Gil","TOT","F","515","FA","SHU 1<br/>@TOT 2 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ue2*","Joe Hugill","MUN","F","548","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1045.83","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*055c0*","Ben Osborn","SHU","M","627","FA","SHU 1<br/>@TOT 2 F","0","0","0%","1102.7","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cly*","Enock Agyei","BUR","F","401","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1029.43","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dwm*","Jacob Bruun Larsen","BUR","F","228","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1139.13","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yuo*","Keinan Davis","AVL","F","475","FA","CRY 1<br/>@AVL 3 F","0","0","0%","1071.42","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ab3*","Lewis Miley","NEW","M","600","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1154.7","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nip*","Dane Scarlett","TOT","F","663","FA","SHU 1<br/>@TOT 2 F","0","0","0%","1128.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o2l*","Donny van de Beek","MUN","M","378","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1145.34","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r9c*","Cedric Soares","ARS","D","405","FA","ARS 1<br/>@EVE 0 F","0","0","0%","1092.56","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05trd*","Shandon Baptiste","BRF","M","421","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1106.53","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066sm*","Mason Burstow","CHE","F","443","FA","CHE 0<br/>@BOU 0 F","0","0","0%","1121.6","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tcc*","Jonny","WOL","D","384","FA","LIV 3<br/>@WOL 1 F","0","0","0%","1144.69","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02t1j*","Calum Chambers","AVL","D","456","FA","CRY 1<br/>@AVL 3 F","0","0","0%","1120.93","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lpl*","Seamus Coleman","EVE","D","463","FA","ARS 1<br/>@EVE 0 F","0","0","0%","1132.9","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c6l*","Ismaila Coulibaly","SHU","M","468","FA","SHU 1<br/>@TOT 2 F","0","0","0%","1062.13","0%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051ki*","Ben Godfrey","EVE","D","518","FA","ARS 1<br/>@EVE 0 F","0","0","0%","1204.7","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fwo*","Enso Gonzalez","WOL","F","519","FA","LIV 3<br/>@WOL 1 F","0","0","0%","-","0%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qr4*","Kortney Hause","AVL","D","536","FA","CRY 1<br/>@AVL 3 F","0","0","0%","1066.56","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vb*","James Hill","BOU","D","392","FA","CHE 0<br/>@BOU 0 F","0","0","0%","1044.94","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062z5*","Joseph Hodge","WOL","M","544","FA","LIV 3<br/>@WOL 1 F","0","0","0%","1067.8","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03eki*","Cheikhou Kouyate","NOT","M","327","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1139.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rff*","Jaden Philogene-Bidace","AVL","M","643","FA","CRY 1<br/>@AVL 3 F","0","0","2%","1104.43","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r8t*","Matt Ritchie","NEW","D","654","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1109.2","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02t1k*","Nathaniel Clyne","CRY","D","462","FA","CRY 1<br/>@AVL 3 F","0","0","0%","1118.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ck*","Malcolm Ebiowei","CRY","M","490","FA","CRY 1<br/>@AVL 3 F","0","0","0%","1084.13","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060yz*","Alvaro Fernandez","MUN","D","498","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1109.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066rn*","Daniel Gore","MUN","M","522","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1100.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mcg*","Ben Johnson","WHU","D","556","FA","MCI 3<br/>@WHU 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04fyg*","Zanka","BRF","D","343","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1211.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04u6l*","Andre Gomes","EVE","M","681","FA","ARS 1<br/>@EVE 0 F","0","0","0%","1103.58","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03bmf*","Cauley Woodrow","LUT","F","276","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1122.66","0%","0%","1","0","8","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*062p2*","Bobby Clark","LIV","M","460","FA","LIV 3<br/>@WOL 1 F","0","0","0%","1176.8","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fy6*","Fode Ballo-Toure","FUL","D","419","FA","LUT 0<br/>@FUL 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c65*","Allan Campbell","LUT","M","446","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1099.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0411y*","Sergi Canos","BRF","F","448","FA","BRF 0<br/>@NEW 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02opl*","Jack Cork","BUR","M","465","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1152.2","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xjt*","Conor Coventry","WHU","M","469","FA","MCI 3<br/>@WHU 1 F","0","0","0%","1048.34","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062hb*","Flynn Downes","WHU","M","485","FA","MCI 3<br/>@WHU 1 F","0","0","1%","1144.62","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yrr*","Mohamed Elneny","ARS","M","493","FA","ARS 1<br/>@EVE 0 F","0","0","0%","1251.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04shz*","Tyrese Francois","FUL","M","506","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1086.06","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063e8*","Goncalo Guedes","WOL","F","513","FA","LIV 3<br/>@WOL 1 F","0","0","0%","1143.15","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03v6s*","Mason Holgate","EVE","D","546","FA","ARS 1<br/>@EVE 0 F","0","0","0%","1171.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm9*","Hwang Ui-Jo","NOT","F","552","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1117.13","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t6z*","Tim Iroegbunam","AVL","M","553","FA","CRY 1<br/>@AVL 3 F","0","0","0%","1135.28","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03dyo*","Anthony Knockaert","FUL","M","566","FA","LUT 0<br/>@FUL 1 F","0","0","0%","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03pih*","Kevin Mbabu","FUL","D","588","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1071.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0637a*","Charlie McNeill","MUN","F","595","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1089.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rxb*","Angelo Ogbonna","WHU","D","337","FA","MCI 3<br/>@WHU 1 F","0","0","0%","1103.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06avl*","Michael Olakigbe","BRF","F","370","FA","BRF 0<br/>@NEW 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05trt*","Andrew Omobamidele","NOT","D","623","FA","BUR 1<br/>@NOT 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02onn*","Daniel Potts","LUT","D","646","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1075.29","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lkm*","Jonjo Shelvey","NOT","M","669","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1152.4","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lp5*","Adam Smith","BOU","D","723","FA","CHE 0<br/>@BOU 0 F","0","0","0%","1188.65","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*035n1*","Bertrand Traore","AVL","M","685","FA","CRY 1<br/>@AVL 3 F","0","0","0%","1164.47","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cmd*","Diego Moreira","CHE","F","706","FA","CHE 0<br/>@BOU 0 F","0","0","0%","1149.3","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c62*","Luke Berry","LUT","M","432","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1156.63","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*040ah*","Tom Davies","SHU","M","351","FA","SHU 1<br/>@TOT 2 F","0","0","0%","-","0%","0%","1","0","8","0","0.0","0","0","0","0","2","0","1","0","5","0","0","0"
"*06c4h*","Hjalmar Ekdal","BUR","D","492","FA","BUR 1<br/>@NOT 1 F","0","0","1%","1136.88","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r8r*","Ryan Fraser","NEW","M","508","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1151.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lyo*","Luke Freeman","LUT","M","510","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1102.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06378*","Isak Hansen-Aaroen","MUN","M","533","FA","BHA 3<br/>@MUN 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dpv*","Omari Kellyman","AVL","M","562","FA","CRY 1<br/>@AVL 3 F","0","0","0%","1075.54","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03hvn*","Javier Manquillo","NEW","D","581","FA","BRF 0<br/>@NEW 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061y9*","Alex Mighten","NOT","F","598","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1068.62","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r37*","Jakub Moder","BHA","M","601","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1153.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vn*","Rodrigo Muniz","FUL","F","718","FA","LUT 0<br/>@FUL 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fhy*","Wilson Odobert","BUR","F","345","FA","BUR 1<br/>@NOT 1 F","0","0","0%","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rxe*","Nathaniel Phillips","LIV","D","642","FA","LIV 3<br/>@WOL 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nsf*","Malang Sarr","CHE","D","661","FA","CHE 0<br/>@BOU 0 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vo*","Jay Stansfield","FUL","F","674","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1143.8","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tsd*","Japhet Tanganga","TOT","D","680","FA","SHU 1<br/>@TOT 2 F","0","0","0%","1152.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02rn6*","James Tomkins","CRY","D","683","FA","CRY 1<br/>@AVL 3 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*054p3*","Harvey White","TOT","M","695","FA","SHU 1<br/>@TOT 2 F","0","0","0%","1154.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059j3*","Brandon Williams","MUN","D","698","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1114.2","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066r9*","Ehor Yarmolyuk","BRF","M","701","FA","BRF 0<br/>@NEW 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fum*","Deivid Washington de Souza Eugenio","CHE","F","709","FA","CHE 0<br/>@BOU 0 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*058vf*","Steven Alzate","BHA","M","406","FA","BHA 3<br/>@MUN 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0435u*","Eric Bailly","MUN","D","415","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1120","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tr4*","Mads Bech Sorensen","BRF","D","425","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1158.73","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c6n*","Andre Brooks","SHU","M","380","FA","SHU 1<br/>@TOT 2 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064oo*","Amario Cozier-Duberry","ARS","M","470","FA","ARS 1<br/>@EVE 0 F","0","0","0%","1179.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lof*","Ryan Fredericks","BOU","D","509","FA","CHE 0<br/>@BOU 0 F","0","0","0%","1146.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063u9*","Remo Freuler","NOT","M","511","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1245.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o2r*","Antwoine Hackford","SHU","F","531","FA","SHU 1<br/>@TOT 2 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05s00*","Daniel Jebbison","SHU","F","555","FA","SHU 1<br/>@TOT 2 F","0","0","0%","-","0%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06gxa*","Alex Matos","CHE","F","712","FA","CHE 0<br/>@BOU 0 F","0","0","0%","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061xx*","Loic Mbe Soh","NOT","D","589","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1098.55","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052i8*","Admiral Muskwe","LUT","F","607","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1089.47","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051l4*","Rhys Norrington-Davies","SHU","D","613","FA","SHU 1<br/>@TOT 2 F","0","0","0%","1127.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mmx*","Michael Obafemi","BUR","F","616","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1210.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06exk*","Ashley Phillips","TOT","D","641","FA","SHU 1<br/>@TOT 2 F","0","0","0%","1115.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062op*","Omar Richards","NOT","D","653","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1118.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04gyz*","Jairo Riedewald","CRY","M","383","FA","CRY 1<br/>@AVL 3 F","0","0","0%","1137.13","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rvw*","Harry Toffolo","NOT","D","281","FA","BUR 1<br/>@NOT 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066rl*","Rhys Bennett","MUN","D","428","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1092.7","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066ni*","Thomas Cannon","EVE","F","447","FA","ARS 1<br/>@EVE 0 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c4r*","Darko Churlinov","BUR","F","459","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1189.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06exh*","Amadou Diallo","NEW","F","479","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1148.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mf8*","Nathan Ferguson","CRY","D","497","FA","CRY 1<br/>@AVL 3 F","0","0","0%","1136.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051l5*","John Fleck","SHU","M","499","FA","SHU 1<br/>@TOT 2 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yx*","Gustavo Scarpa","NOT","M","512","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1135.7","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*056iu*","Jean-Philippe Gbamin","EVE","M","514","FA","ARS 1<br/>@EVE 0 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tr0*","Charlie Goode","BRF","D","520","FA","BRF 0<br/>@NEW 1 F","0","0","0%","1148.5","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm5*","John McAtee","LUT","F","591","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1138.8","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06do3*","James McConnell","LIV","M","592","FA","LIV 3<br/>@WOL 1 F","0","0","0%","1097.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05afe*","Teden Mengi","LUT","D","320","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1125.7","0%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mlb*","Lewis O'Brien","NOT","M","614","FA","BUR 1<br/>@NOT 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ow*","David Ozoh","CRY","M","630","FA","CRY 1<br/>@AVL 3 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nuf*","Myles Peart-Harris","BRF","M","635","FA","BRF 0<br/>@NEW 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06gx9*","Ronnie Stutter","CHE","F","678","FA","CHE 0<br/>@BOU 0 F","0","0","0%","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r8p*","Harry Arter","NOT","M","411","FA","BUR 1<br/>@NOT 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fwx*","Santiago Bueno","WOL","D","441","FA","LIV 3<br/>@WOL 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tra*","Emiliano Marcondes Camargo Hansen","BOU","M","445","FA","CHE 0<br/>@BOU 0 F","0","0","0%","1109.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xsd*","Daniel Chesters","WHU","M","458","FA","MCI 3<br/>@WHU 1 F","0","0","0%","1007","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060y3*","Dara Costelloe","BUR","F","467","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1145.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ewn*","Luc De Fougerolles","FUL","D","476","FA","LUT 0<br/>@FUL 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bdb*","Matthew Dibley-Dias","FUL","M","480","FA","LUT 0<br/>@FUL 1 F","0","0","0%","1148.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06f2e*","Mohamed Drager","NOT","D","487","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1068.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uho*","CJ Egan-Riley","BUR","D","491","FA","BUR 1<br/>@NOT 1 F","0","0","0%","1115.28","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066rp*","Noam Emeran","MUN","F","494","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1078.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cro*","Omari Forson","MUN","M","501","FA","BHA 3<br/>@MUN 1 F","0","0","0%","1074.6","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05trk*","Saman Ghoddos","BRF","F","335","FA","BRF 0<br/>@NEW 1 F","0","0","0%","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
