"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","GS","Min","G","G/G","A","Pts","S","SOT","FC","FS","YC","RC","DPt","Off","PKG","CS"
"*03aqp*","Mohamed Salah","LIV","F","1","Vroom","NEW 2<br/>@LIV 4 F","37","37","100%","2.86","100%","0%","1","1","90","2","2.0","1","3","6","4","1","1","0","0","1","0","1","0"
"*05u94*","Michael Olise","CRY","M","59","avitek","BRF 1<br/>@CRY 3 F","36.5","36.5","100%","56.26","98%","+0.4%","1","1","90","2","2.0","0","2","6","3","1","1","0","0","1","0","0","0"
"*05l8q*","Cole Palmer","CHE","M","21","Kish123","CHE 3<br/>@LUT 2 F","36","36","16%","248.04","85%","+0.4%","1","1","88","2","2.0","1","3","5","3","1","0","0","0","1","0","0","0"
"*06c6a*","Alfie Doughty","LUT","M","25","Vroom","CHE 3<br/>@LUT 2 F","31.5","31.5","48%","142.28","78%","+2.9%","1","1","90","0","0.0","1","1","1","1","1","0","0","0","1","2","0","0"
"*04abb*","Phil Foden","MCI","M","8","XXX","SHU 0<br/>@MCI 2 F","30","30","100%","16.45","100%","0%","1","1","90","0","0.0","2","2","3","1","0","0","0","0","0","0","0","1"
"*02m4d*","Craig Dawson","WOL","D","119","W (Tue)","EVE 0<br/>@WOL 3 F","29.75","29.75","3%","384.25","16%","-0.6%","1","1","90","1","1.0","0","1","1","1","0","1","0","0","0","0","0","1"
"*067yz*","Matheus Cunha","WOL","F","13","Maddihat","EVE 0<br/>@WOL 3 F","25","25","34%","147.14","88%","+0.4%","1","1","79","1","1.0","1","2","3","1","0","1","0","0","0","0","0","1"
"*068n8*","Noni Madueke","CHE","F","264","W (Tue)","CHE 3<br/>@LUT 2 F","24.5","24.5","76%","120.79","40%","+15.8%","1","1","80","1","1.0","0","1","2","1","2","1","0","0","2","0","0","0"
"*0639x*","Marcus Tavernier","BOU","M","45","4b. DcbB","BOU 1<br/>@TOT 3 F","22.5","22.5","34%","147.52","88%","-1.6%","1","1","90","0","0.0","1","1","4","0","0","2","0","0","0","0","0","0"
"*04o82*","Curtis Jones","LIV","M","296","Pancake","NEW 2<br/>@LIV 4 F","22.5","22.5","34%","150.3","20%","+4.8%","1","1","90","1","1.0","0","1","5","3","1","2","0","0","1","0","0","0"
"*04yey*","Max Kilman","WOL","D","116","W (Tue)","EVE 0<br/>@WOL 3 F","21.75","21.75","19%","216.84","38%","+2%","1","1","90","1","1.0","0","1","1","1","2","1","0","0","2","0","0","1"
"*05ocl*","Ollie Watkins","AVL","F","4","4b. DcbB","BUR 2<br/>@AVL 3 F","21.5","21.5","100%","19.8","100%","0%","1","1","90","0","0.0","2","2","2","1","1","1","0","0","1","0","0","0"
"*061x2*","Darwin Nunez","LIV","F","28","Pancake","NEW 2<br/>@LIV 4 F","21","21","100%","22.89","100%","0%","1","1","63","0","0.0","1","1","8","5","2","0","0","0","2","1","0","0"
"*0574a*","Giovani Lo Celso","TOT","M","196","dsb_ff","BOU 1<br/>@TOT 3 F","20","20","17%","225.42","33%","+9.6%","1","1","81","0","0.0","2","2","0","0","1","4","1","0","4","0","0","0"
"*02lpf*","Ross Barkley","LUT","M","108","deceptiv","CHE 3<br/>@LUT 2 F","19.5","19.5","9%","311.61","46%","+7.8%","1","1","90","1","1.0","0","1","5","2","1","2","0","0","1","0","0","0"
"*06c4o*","Lyle Foster","BUR","F","141","avitek","BUR 2<br/>@AVL 3 F","19","19","1%","1120.93","26%","-0.8%","1","1","90","1","1.0","0","1","3","2","4","1","0","0","4","2","0","0"
"*04spp*","Douglas Luiz","AVL","M","20","Maddihat","BUR 2<br/>@AVL 3 F","18.5","18.5","97%","92.3","100%","0%","1","1","90","1","1.0","0","1","4","2","1","2","0","0","1","0","1","0"
"*05ogb*","Anthony Elanga","NOT","F","35","Kish123","MUN 1<br/>@NOT 2 F","18.5","18.5","42%","145.11","79%","+8.9%","1","1","86","0","0.0","1","1","0","0","1","3","0","0","1","0","0","0"
"*05nt6*","Eberechi Eze","CRY","M","42","Adam","BRF 1<br/>@CRY 3 F","18","18","100%","27.73","99%","+0.1%","1","1","85","1","1.0","0","1","3","2","0","2","0","0","0","0","0","0"
"*04qr8*","Diogo Jota","LIV","F","87","Adam","NEW 2<br/>@LIV 4 F","18","18","100%","52.5","96%","+3.6%","1","0","25","0","0.0","1","1","1","0","1","3","0","0","1","0","0","0"
"*06dn2*","Zeki Amdouni","BUR","F","92","W (Tue)","BUR 2<br/>@AVL 3 F","18","18","8%","324.93","20%","-2.7%","1","1","58","1","1.0","0","1","2","2","2","0","0","0","2","0","0","0"
"*06f8y*","Alex Scott","BOU","M","272","W (Tue)","BOU 1<br/>@TOT 3 F","17.5","17.5","1%","1095.62","10%","+6.4%","1","0","20","1","1.0","0","1","1","1","1","1","0","0","1","1","0","0"
"*062p3*","Keane Lewis-Potter","BRF","F","211","W (Tue)","BRF 1<br/>@CRY 3 F","17.5","17.5","2%","1102.09","9%","+3.8%","1","1","79","1","1.0","0","1","2","2","0","1","0","0","0","1","0","0"
"*03v9d*","Son Heung-Min","TOT","F","3","deceptiv","BOU 1<br/>@TOT 3 F","17","17","100%","11.7","100%","0%","1","1","90","1","1.0","0","1","2","2","1","1","0","0","1","4","0","0"
"*04mdn*","Anthony Gordon","NEW","M","15","4b. DcbB","NEW 2<br/>@LIV 4 F","17","17","71%","128.42","96%","0%","1","1","90","0","0.0","1","1","1","1","3","3","0","0","3","0","0","0"
"*06dq8*","Moussa Diaby","AVL","F","33","Vroom","BUR 2<br/>@AVL 3 F","16.5","16.5","98%","49.14","95%","-0.4%","1","1","81","1","1.0","0","1","6","2","2","1","0","0","2","0","0","0"
"*04qrc*","Raul Jimenez","FUL","F","137","deceptiv","ARS 1<br/>@FUL 2 F","16.5","16.5","64%","131.89","53%","+5.2%","1","1","90","1","1.0","0","1","5","2","1","1","1","0","4","3","0","0"
"*04rd0*","Bobby De Cordova-Reid","FUL","F","180","W (Tue)","ARS 1<br/>@FUL 2 F","16.5","16.5","8%","329.22","10%","-1.3%","1","1","78","1","1.0","0","1","1","1","0","2","0","0","0","1","0","0"
"*05uns*","Leon Bailey","AVL","F","46","avitek","BUR 2<br/>@AVL 3 F","16","16","43%","143.88","88%","0%","1","1","88","1","1.0","0","1","3","1","0","0","0","0","0","0","0","0"
"*05w7t*","Pape Sarr","TOT","M","80","4b. DcbB","BOU 1<br/>@TOT 3 F","16","16","2%","371.76","63%","-3.3%","1","1","31","1","1.0","0","1","1","1","1","1","0","0","1","0","0","0"
"*06fun*","Gonzalo Montiel","NOT","D","344","W (Tue)","MUN 1<br/>@NOT 2 F","16","16","0%","-","2%","+1%","1","1","73","0","0.0","1","1","0","0","0","0","0","0","0","0","0","0"
"*04io4*","Richarlison","TOT","F","83","Vroom","BOU 1<br/>@TOT 3 F","15.5","15.5","98%","80.14","96%","0%","1","1","81","1","1.0","0","1","5","2","1","3","0","0","1","0","0","0"
