"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","GS","Min","G","G/G","A","Pts","S","SOT","FC","FS","YC","RC","DPt","Off","PKG","CS"
"*06fup*","Jeremy Doku","MCI","F","19","Kish123","BOU 1<br/>@MCI 6 F","52","52","0%","1026.6","83%","+0.2%","1","1","90","1","1.0","4","5","3","1","0","0","0","0","0","0","0","0"
"*06cm1*","Nicolas Jackson","CHE","F","40","XXX","CHE 4<br/>@TOT 1 F","36.5","36.5","99%","48.96","90%","-3.2%","1","1","90","3","3.0","0","3","6","5","2","0","1","0","5","1","0","0"
"*04fk6*","Bernardo Silva","MCI","M","58","Vroom","BOU 1<br/>@MCI 6 F","30","30","100%","58.45","99%","+0.9%","1","1","84","2","2.0","0","2","4","2","0","0","0","0","0","0","0","0"
"*03rvw*","Harry Toffolo","NOT","D","127","W (Thu)","AVL 0<br/>@NOT 2 F","27.5","27.5","0%","-","15%","-4.1%","1","1","70","0","0.0","2","2","0","0","1","0","0","0","1","0","0","1"
"*05l8q*","Cole Palmer","CHE","M","56","Kish123","CHE 4<br/>@TOT 1 F","26","26","16%","248.11","81%","+1.9%","1","1","90","1","1.0","1","2","2","1","2","1","0","0","2","0","1","0"
"*03frx*","Ola Aina","NOT","D","231","W (Thu)","AVL 0<br/>@NOT 2 F","24.5","24.5","1%","1114.71","2%","+0.2%","1","1","85","1","1.0","0","1","1","1","0","2","0","0","0","0","0","1"
"*06fv8*","Mohammed Kudus","WHU","M","164","XXX","WHU 2<br/>@BRF 3 F","23.5","23.5","0%","-","67%","+2.1%","1","1","90","1","1.0","0","1","4","1","2","4","0","0","2","0","0","0"
"*05akv*","Tyrick Mitchell","CRY","D","85","Pancake","CRY 2<br/>@BUR 0 F","21.25","21.25","4%","376.31","48%","-1.9%","1","1","90","1","1.0","0","1","1","1","0","0","0","0","0","0","0","1"
"*05gcr*","Bruno Fernandes","MUN","M","9","4b. DcbB","MUN 1<br/>@FUL 0 F","21","21","100%","3.52","100%","0%","1","1","90","1","1.0","0","1","3","3","1","2","0","0","1","0","0","1"
"*051k8*","Conor Gallagher","CHE","M","29","Maddihat","CHE 4<br/>@TOT 1 F","21","21","59%","137.82","92%","+0.7%","1","1","90","0","0.0","1","1","0","0","1","2","0","0","1","0","0","0"
"*03gu4*","Harry Maguire","MUN","D","211","W (Thu)","MUN 1<br/>@FUL 0 F","18.25","18.25","27%","140.92","21%","+1.9%","1","1","90","0","0.0","0","0","0","0","0","2","0","0","0","1","0","1"
"*052h5*","Gabriel Martinelli","ARS","M","54","4b. DcbB","ARS 0<br/>@NEW 1 F","18","18","100%","12.84","100%","0%","1","1","90","0","0.0","0","0","3","1","2","1","0","0","2","1","0","0"
"*0554i*","Joelinton","NEW","M","122","4b. DcbB","ARS 0<br/>@NEW 1 F","18","18","100%","65.6","84%","+2.2%","1","1","90","0","0.0","1","1","2","1","2","0","0","0","2","0","0","1"
"*05ybq*","Vitalii Mykolenko","EVE","D","89","avitek","BHA 1<br/>@EVE 1 F","17.75","17.75","4%","386.04","48%","+18.5%","1","1","90","1","1.0","0","1","3","2","0","0","0","0","0","0","0","0"
"*04tm0*","Lucas Digne","AVL","D","33","Kish123","AVL 0<br/>@NOT 2 F","16.75","16.75","45%","140.33","90%","+0.1%","1","1","90","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*05ylx*","Dejan Kulusevski","TOT","M","25","Vroom","CHE 4<br/>@TOT 1 F","16","16","100%","44.11","100%","-0.1%","1","1","60","1","1.0","0","1","1","1","1","1","0","0","1","0","0","0"
"*05os8*","Joachim Andersen","CRY","D","13","deceptiv","CRY 2<br/>@BUR 0 F","16","16","47%","142.46","94%","+0.2%","1","1","90","0","0.0","0","0","1","1","2","0","1","0","5","0","0","1"
"*02y6o*","Nathan Ake","MCI","D","145","W (Thu)","BOU 1<br/>@MCI 6 F","16","16","84%","114.85","84%","+4%","1","1","90","1","1.0","0","1","1","1","0","1","0","0","0","0","0","0"
"*05w91*","Hwang Hee-Chan","WOL","F","24","dsb_ff","WOL 1<br/>@SHU 2 F","16","16","4%","383.5","82%","+5.1%","1","1","90","0","0.0","1","1","1","0","0","1","0","0","0","0","0","0"
"*02lkp*","Raheem Sterling","CHE","F","21","4b. DcbB","CHE 4<br/>@TOT 1 F","15.5","15.5","100%","57.77","100%","-0.1%","1","1","88","0","0.0","1","1","3","1","4","2","0","0","4","1","0","0"
"*02lnn*","Oliver Norwood","SHU","M","106","W (Thu)","WOL 1<br/>@SHU 2 F","15.5","15.5","13%","279.8","17%","+1.4%","1","1","90","1","1.0","0","1","4","1","1","0","0","0","1","0","1","0"
"*062cl*","Issa Kabore","LUT","D","185","W (Thu)","LIV 1<br/>@LUT 1 F","15.25","15.25","5%","354.03","5%","-1.9%","1","1","90","0","0.0","1","1","2","1","0","1","0","0","0","0","0","0"
"*0524k*","Rodri","MCI","M","45","Vroom","BOU 1<br/>@MCI 6 F","15","15","99%","54.38","100%","+0.2%","1","1","70","0","0.0","1","1","2","1","0","0","0","0","0","0","0","0"
