"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","GP","GS","Min","G","G/G","A","Pts","S","SOT","FC","FS","YC","RC","DPt","Off","PKG","CS"
"*03gu4*","Harry Maguire","MUN","D","171","4b. DcbB","WHU 0<br/>@MUN 3 F","12.75","12.75","27%","141.05","33%","+1.1%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","1"
"*062cn*","Julian Alvarez","MCI","F","5","dsb_ff","MCI 3<br/>@BRF 1 F","12.5","12.5","100%","58.07","100%","0%","1","1","90","0","0.0","0","0","5","5","0","0","0","0","0","0","0","0"
"*061vq*","Erling Haaland","MCI","F","12","dsb_ff","MCI 3<br/>@BRF 1 F","12.5","12.5","100%","1.12","100%","0%","1","1","85","0","0.0","1","1","3","1","0","0","0","0","0","0","0","0"
"*03rzp*","Antonee Robinson","FUL","D","43","XXX","FUL 2<br/>@BUR 2 F","12.5","12.5","83%","116.09","94%","+0.5%","1","1","90","0","0.0","1","1","0","0","0","2","0","0","0","0","0","0"
"*0642l*","Casemiro","MUN","M","207","W (Thu)","WHU 0<br/>@MUN 3 F","12.5","12.5","99%","67.86","69%","+1.1%","1","1","90","0","0.0","1","1","0","0","0","0","0","0","0","0","0","1"
"*05a6d*","Tariq Lamptey","BHA","D","376","W (Thu)","CRY 1<br/>@BHA 4 F","12.5","12.5","11%","290.37","13%","+8.7%","1","1","79","0","0.0","1","1","1","0","0","3","0","0","0","1","0","0"
"*05yld*","Luis Diaz","LIV","F","62","Adam","LIV 1<br/>@ARS 3 F","12","12","100%","25.28","99%","+0.3%","1","1","90","0","0.0","0","0","3","1","1","2","0","0","1","0","0","0"
"*051k0*","John McGinn","AVL","M","28","Kish123","AVL 5<br/>@SHU 0 F","12","12","64%","130.64","92%","-0.2%","1","1","70","1","1.0","0","1","2","1","0","0","0","0","0","0","0","1"
"*02oq6*","Luke Shaw","MUN","D","220","avitek","WHU 0<br/>@MUN 3 F","12","12","100%","39.22","90%","+0.3%","1","1","86","0","0.0","0","0","0","0","3","0","0","0","3","0","0","1"
"*05r8o*","Jean-Philippe Mateta","CRY","F","125","W (Thu)","CRY 1<br/>@BHA 4 F","12","12","1%","1145.56","22%","-10.1%","1","1","79","1","1.0","0","1","1","1","0","0","0","0","0","0","0","0"
"*06fhy*","Wilson Odobert","BUR","F","154","Adam","FUL 2<br/>@BUR 2 F","12","12","0%","-","19%","-0.5%","1","1","90","0","0.0","0","0","2","0","0","2","0","0","0","0","0","0"
"*06f81*","Edson Alvarez","WHU","M","194","W (Thu)","WHU 0<br/>@MUN 3 F","12","12","7%","327.77","12%","0%","1","1","90","0","0.0","0","0","2","0","0","0","0","0","0","0","0","0"
"*04y92*","Bukayo Saka","ARS","M","1","Adam","LIV 1<br/>@ARS 3 F","11.5","11.5","100%","4.26","100%","0%","1","1","78","1","1.0","0","1","3","1","0","1","0","0","0","1","0","0"
"*056mf*","Neal Maupay","BRF","F","139","W (Thu)","MCI 3<br/>@BRF 1 F","11.5","11.5","1%","1151.12","21%","+3%","1","1","88","1","1.0","0","1","2","1","1","1","1","0","4","0","0","0"
"*03rxa*","Idrissa Gueye","EVE","M","223","W (Thu)","TOT 2<br/>@EVE 2 F","11.5","11.5","4%","386.28","4%","+0.5%","1","1","90","0","0.0","0","0","2","0","2","2","0","0","2","0","0","0"
"*068sd*","Jakub Kiwior","ARS","D","386","W (Thu)","LIV 1<br/>@ARS 3 F","11.5","11.5","1%","1125.77","2%","-0.2%","1","0","45","0","0.0","1","1","1","1","0","0","1","0","3","0","0","0"
"*04qfz*","Diogo Dalot","MUN","D","93","4b. DcbB","WHU 0<br/>@MUN 3 F","11","11","99%","79.85","96%","-0.4%","1","1","90","0","0.0","0","0","3","1","3","0","0","0","3","0","0","1"
"*06c6a*","Alfie Doughty","LUT","M","24","Vroom","LUT 4<br/>@NEW 4 F","11","11","48%","142.3","87%","+0.2%","1","1","78","0","0.0","0","0","1","1","0","1","0","0","0","0","0","0"
"*049tq*","Dominic Calvert-Lewin","EVE","F","114","Adam","TOT 2<br/>@EVE 2 F","11","11","82%","115.08","74%","-0.8%","1","1","84","0","0.0","1","1","5","1","0","0","0","0","0","1","0","0"
"*05nt7*","Thiago Silva","CHE","D","164","W (Thu)","WOL 4<br/>@CHE 2 F","10.75","10.75","78%","124.27","70%","0%","1","1","90","1","1.0","0","1","2","1","0","0","0","0","0","0","0","0"
"*03yeg*","Tosin Adarabioyo","FUL","D","187","Adam","FUL 2<br/>@BUR 2 F","10.75","10.75","2%","388","31%","+9.9%","1","1","90","0","0.0","0","0","2","1","0","0","0","0","0","0","0","0"
"*06jgv*","Lorenz Assignon","BUR","D","418","W (Thu)","FUL 2<br/>@BUR 2 F","10.75","10.75","0%","-","1%","+0.8%","1","1","88","0","0.0","1","1","0","0","2","2","0","0","2","0","0","0"
"*062ir*","Clement Lenglet","AVL","D","337","W (Thu)","AVL 5<br/>@SHU 0 F","10","10","0%","-","14%","+2.5%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","1"
"*061y6*","Ryan Yates","NOT","M","235","W (Thu)","NOT 1<br/>@BOU 1 F","10","10","0%","1174.53","1%","+0.1%","1","1","90","0","0.0","0","0","2","2","3","5","1","0","6","0","0","0"
"*0522h*","Alexis Mac Allister","LIV","M","166","Pancake","LIV 1<br/>@ARS 3 F","9.5","9.5","100%","40.2","86%","+3.9%","1","1","90","0","0.0","0","0","3","0","1","4","0","0","1","0","0","0"
"*05rb8*","Moises Caicedo","CHE","M","183","W (Thu)","WOL 4<br/>@CHE 2 F","9.5","9.5","91%","101.42","51%","-1.5%","1","1","62","0","0.0","1","1","0","0","2","1","1","0","5","0","0","0"
"*04civ*","Scott McTominay","MUN","M","84","W (Thu)","WHU 0<br/>@MUN 3 F","9.5","9.5","4%","373.23","43%","-0.3%","1","0","25","0","0.0","1","1","1","0","1","0","0","0","1","0","0","0"
"*04mdn*","Anthony Gordon","NEW","M","15","4b. DcbB","LUT 4<br/>@NEW 4 F","9","9","71%","128.43","97%","0%","1","1","45","0","0.0","0","0","2","1","2","0","0","0","2","0","0","0"
"*068a1*","Mykhailo Mudryk","CHE","M","129","Pancake","WOL 4<br/>@CHE 2 F","9","9","100%","57.7","74%","-4%","1","0","17","0","0.0","1","1","0","0","0","0","0","0","0","0","0","0"
"*06fg0*","Gustavo Hamer","SHU","M","74","Maddihat","AVL 5<br/>@SHU 0 F","9","9","0%","1152.26","47%","-2.2%","1","0","45","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*043qy*","Lewis Cook","BOU","M","123","Vroom","NOT 1<br/>@BOU 1 F","9","9","0%","-","25%","-1.6%","1","1","90","0","0.0","0","0","0","0","2","1","0","0","2","0","0","0"
"*061v9*","Diego Carlos","AVL","D","291","W (Thu)","AVL 5<br/>@SHU 0 F","9","9","6%","346.31","12%","+0.9%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","1"
"*0427d*","James Tarkowski","EVE","D","16","XXX","TOT 2<br/>@EVE 2 F","8.5","8.5","94%","94.51","98%","-0.1%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*02oq8*","James Ward-Prowse","WHU","M","10","Pancake","WHU 0<br/>@MUN 3 F","8.5","8.5","2%","291.97","85%","0%","1","1","90","0","0.0","0","0","2","0","1","1","0","0","1","0","0","0"
"*04rzl*","Taiwo Awoniyi","NOT","F","158","XXX","NOT 1<br/>@BOU 1 F","8.5","8.5","51%","137.92","72%","+27.8%","1","1","90","0","0.0","0","0","2","2","1","0","0","0","1","1","0","0"
"*06clt*","Justin Kluivert","BOU","M","185","W (Thu)","NOT 1<br/>@BOU 1 F","8.5","8.5","72%","128.63","29%","+2.3%","1","1","55","1","1.0","0","1","3","1","5","1","1","0","8","0","0","0"
"*05ue3*","Albert Sambi Lokonga","LUT","M","283","W (Thu)","LUT 4<br/>@NEW 4 F","8.5","8.5","0%","1097.8","2%","+0.9%","1","1","90","0","0.0","0","0","0","0","1","2","1","0","4","0","0","0"
"*06cm0*","Christopher Nkunku","CHE","F","317","Vroom","WOL 4<br/>@CHE 2 F","8","8","98%","43.86","96%","+1.2%","1","1","71","0","0.0","0","0","2","2","0","0","0","0","0","0","0","0"
"*068ym*","Enzo Fernandez","CHE","M","107","avitek","WOL 4<br/>@CHE 2 F","8","8","99%","73.22","86%","-0.3%","1","1","90","0","0.0","0","0","1","0","2","2","0","0","2","0","0","0"
"*037mo*","Willian","FUL","F","82","Kish123","FUL 2<br/>@BUR 2 F","8","8","85%","107.69","83%","+1%","1","1","90","0","0.0","0","0","4","2","1","1","0","0","1","0","0","0"
"*04tzt*","Jefferson Lerma","CRY","M","134","W (Thu)","CRY 1<br/>@BHA 4 F","8","8","13%","288.06","33%","-3.7%","1","1","90","0","0.0","0","0","1","0","3","1","0","0","3","1","0","0"
"*02lnx*","Danny Welbeck","BHA","F","211","W (Thu)","CRY 1<br/>@BHA 4 F","8","8","34%","150.2","22%","-7.8%","1","0","20","0","0.0","1","1","0","0","1","0","1","0","4","0","0","0"
"*05os4*","Rayan Ait-Nouri","WOL","D","227","Kish123","WOL 4<br/>@CHE 2 F","8","8","3%","381.93","9%","+0.3%","1","1","86","0","0.0","0","0","1","0","0","1","0","0","0","0","0","0"
"*05r9b*","Martin Odegaard","ARS","M","21","avitek","LIV 1<br/>@ARS 3 F","7.5","7.5","100%","8.52","100%","0%","1","1","90","0","0.0","0","0","2","0","2","0","0","0","2","0","0","0"
"*06dq8*","Moussa Diaby","AVL","F","37","Vroom","AVL 5<br/>@SHU 0 F","7.5","7.5","98%","49.1","95%","-1.6%","1","0","29","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*04p0d*","Dwight McNeil","EVE","M","60","deceptiv","TOT 2<br/>@EVE 2 F","7.5","7.5","96%","76.34","94%","-0.6%","1","1","84","0","0.0","0","0","1","0","0","4","0","0","0","0","0","0"
"*06f7b*","Vinicius de Souza Costa","SHU","M","142","W (Thu)","AVL 5<br/>@SHU 0 F","7.5","7.5","0%","1193.43","9%","+2.5%","1","1","90","0","0.0","0","0","0","0","2","1","0","0","2","0","0","0"
"*06fy7*","Nicolas Dominguez","NOT","M","204","W (Thu)","NOT 1<br/>@BOU 1 F","7.5","7.5","0%","-","8%","-0.1%","1","1","71","0","0.0","0","0","0","0","2","3","0","0","2","0","0","0"
"*05gcs*","Sander Berge","BUR","M","163","W (Thu)","FUL 2<br/>@BUR 2 F","7.5","7.5","19%","216.82","7%","+0.6%","1","1","90","0","0.0","0","0","2","1","1","1","1","0","4","0","0","0"
"*04s8k*","Jorginho","ARS","M","353","W (Thu)","LIV 1<br/>@ARS 3 F","7.5","7.5","7%","334.44","5%","+2.1%","1","1","90","0","0.0","0","0","0","0","1","2","0","0","1","0","0","0"
"*06c5z*","Gabriel Osho","LUT","D","214","W (Thu)","LUT 4<br/>@NEW 4 F","7.5","7.5","0%","1146.2","5%","+1.6%","1","1","90","1","1.0","0","1","1","1","2","1","1","0","5","0","0","0"
"*03ybi*","Marcus Rashford","MUN","F","75","Maddihat","WHU 0<br/>@MUN 3 F","7","7","100%","7.82","99%","+0.1%","1","1","90","0","0.0","0","0","2","0","0","1","0","0","0","0","0","1"
"*04agz*","Declan Rice","ARS","M","45","dsb_ff","LIV 1<br/>@ARS 3 F","7","7","99%","49.38","99%","-0.1%","1","1","90","0","0.0","0","0","1","0","2","0","1","0","5","0","0","0"
"*04e1e*","Ben White","ARS","D","81","W (Thu)","LIV 1<br/>@ARS 3 F","6.75","6.75","98%","87.25","98%","-1.3%","1","1","90","0","0.0","0","0","0","0","0","2","1","0","3","0","0","0"
"*02lp9*","Kyle Walker","MCI","D","132","Vroom","MCI 3<br/>@BRF 1 F","6.75","6.75","73%","119.33","92%","+1.4%","1","1","90","0","0.0","0","0","1","1","0","0","0","0","0","0","0","0"
"*05omu*","Ruben Dias","MCI","D","257","Kish123","MCI 3<br/>@BRF 1 F","6.75","6.75","98%","68.99","77%","+2.4%","1","1","90","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*04spw*","James Garner","EVE","M","53","Pancake","TOT 2<br/>@EVE 2 F","6.5","6.5","5%","381.77","71%","+1%","1","1","90","0","0.0","0","0","0","0","1","2","1","0","4","0","0","0"
"*04gpx*","Dara O'Shea","BUR","D","170","W (Thu)","FUL 2<br/>@BUR 2 F","6.25","6.25","1%","1148.64","11%","+0.6%","1","1","90","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*05trt*","Andrew Omobamidele","NOT","D","434","W (Thu)","NOT 1<br/>@BOU 1 F","6.25","6.25","0%","-","0%","+0.1%","1","1","90","0","0.0","0","0","0","0","0","1","1","0","3","0","0","0"
"*04qr8*","Diogo Jota","LIV","F","44","Adam","LIV 1<br/>@ARS 3 F","6","6","100%","52.51","99%","+0.1%","1","1","90","0","0.0","0","0","0","0","3","0","0","0","3","0","0","0"
"*03dyl*","Jeffrey Schlupp","CRY","M","155","W (Thu)","CRY 1<br/>@BHA 4 F","6","6","6%","358.24","17%","+0.4%","1","1","45","0","0.0","0","0","2","2","2","0","0","0","2","0","0","0"
"*05w90*","Maxwel Cornet","WHU","M","395","W (Thu)","WHU 0<br/>@MUN 3 F","6","6","2%","1093.15","2%","-2.7%","1","0","17","0","0.0","0","0","1","0","0","2","0","0","0","0","0","0"
"*02lkj*","Jack Robinson","SHU","D","338","W (Thu)","AVL 5<br/>@SHU 0 F","6","6","1%","1163.78","2%","-0.1%","1","0","39","0","0.0","0","0","2","2","2","0","0","0","2","0","0","0"
"*05tr8*","Christian Norgaard","BRF","M","116","Kish123","MCI 3<br/>@BRF 1 F","5.5","5.5","19%","219.06","47%","+2%","1","1","90","0","0.0","0","0","3","1","0","1","0","0","0","0","0","0"
"*06c4o*","Lyle Foster","BUR","F","146","avitek","FUL 2<br/>@BUR 2 F","5.5","5.5","1%","1120.93","31%","-1.5%","1","1","90","0","0.0","0","0","1","0","2","0","0","0","2","1","0","0"
"*06jgs*","Adam Wharton","CRY","M","441","W (Thu)","CRY 1<br/>@BHA 4 F","5.5","5.5","0%","-","1%","+1.2%","1","0","61","0","0.0","0","0","0","0","0","3","0","0","0","0","0","0"
"*051k8*","Conor Gallagher","CHE","M","47","Maddihat","WOL 4<br/>@CHE 2 F","5","5","59%","137.84","93%","-0.9%","1","1","90","0","0.0","0","0","2","1","3","2","0","0","3","0","0","0"
"*068a7*","Pablo Sarabia","WOL","M","89","Adam","WOL 4<br/>@CHE 2 F","5","5","8%","332.4","66%","+1.7%","1","1","71","0","0.0","0","0","2","0","0","3","0","0","0","0","0","0"
"*06ezb*","Micky van de Ven","TOT","D","242","Pancake","TOT 2<br/>@EVE 2 F","5","5","17%","221.54","54%","-2.7%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061va*","Boubacar Kamara","AVL","M","168","W (Thu)","AVL 5<br/>@SHU 0 F","5","5","3%","390.1","21%","-0.6%","1","1","90","0","0.0","0","0","0","0","1","3","0","0","1","0","0","1"
"*06fwz*","Murillo","NOT","M","180","W (Thu)","NOT 1<br/>@BOU 1 F","5","5","0%","-","13%","+2.7%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lny*","Ashley Young","EVE","D","209","W (Thu)","TOT 2<br/>@EVE 2 F","5","5","6%","351.34","6%","+1.4%","1","1","79","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*03v6t*","Ben Chilwell","CHE","D","299","Maddihat","WOL 4<br/>@CHE 2 F","4.75","4.75","100%","41.53","89%","-0.7%","1","1","80","0","0.0","0","0","0","0","1","1","1","0","4","0","0","0"
"*05ybq*","Vitalii Mykolenko","EVE","D","67","avitek","TOT 2<br/>@EVE 2 F","4.75","4.75","4%","385.84","82%","-0.1%","1","1","90","0","0.0","0","0","0","0","0","1","0","0","0","1","0","0"
"*068yi*","Illia Zabarnyi","BOU","D","190","dsb_ff","NOT 1<br/>@BOU 1 F","4.75","4.75","0%","1208.78","14%","+0.3%","1","1","90","0","0.0","0","0","0","0","1","1","0","0","1","0","0","0"
"*046c5*","Jarrod Bowen","WHU","M","13","dsb_ff","WHU 0<br/>@MUN 3 F","4.5","4.5","100%","32.5","100%","0%","1","1","90","0","0.0","0","0","2","0","0","0","0","0","0","0","0","0"
"*05os8*","Joachim Andersen","CRY","D","63","W (Thu)","CRY 1<br/>@BHA 4 F","4.5","4.5","47%","142.49","88%","-4.5%","1","1","90","0","0.0","1","1","0","0","1","1","0","0","1","0","0","0"
"*04io3*","Mario Lemina","WOL","M","100","W (Thu)","WOL 4<br/>@CHE 2 F","4.5","4.5","0%","1184.06","48%","+0.5%","1","1","90","0","0.0","0","0","0","0","3","1","0","0","3","0","0","0"
"*05uhs*","James Mcatee","SHU","M","136","avitek","AVL 5<br/>@SHU 0 F","4.5","4.5","0%","1148.2","18%","+2.8%","1","1","71","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06jgr*","Maxime Esteve","BUR","D","448","W (Thu)","FUL 2<br/>@BUR 2 F","4.5","4.5","0%","-","0%","0%","1","0","45","0","0.0","0","0","0","0","2","0","0","0","2","0","0","0"
"*03vlj*","Virgil van Dijk","LIV","D","25","Adam","LIV 1<br/>@ARS 3 F","4","4","100%","43.75","100%","0%","1","1","90","0","0.0","0","0","1","0","1","1","0","0","1","0","0","0"
